Method       t0       tn       N         h
Verlet  0.0e+00  2.0e+00    1826 1.096e-03

rx  -  ry  -  vx  -  vy
-9.285119e-01   3.713643e-01  -2.333270e+00  -5.833735e+00
-9.310469e-01   3.649623e-01  -2.293046e+00  -5.849662e+00
-9.335377e-01   3.585431e-01  -2.252714e+00  -5.865312e+00
-9.359843e-01   3.521069e-01  -2.212276e+00  -5.880684e+00
-9.383866e-01   3.456539e-01  -2.171732e+00  -5.895777e+00
-9.407443e-01   3.391846e-01  -2.131085e+00  -5.910590e+00
-9.430574e-01   3.326992e-01  -2.090338e+00  -5.925123e+00
-9.453258e-01   3.261980e-01  -2.049491e+00  -5.939376e+00
-9.475495e-01   3.196814e-01  -2.008547e+00  -5.953346e+00
-9.497281e-01   3.131496e-01  -1.967508e+00  -5.967035e+00
-9.518618e-01   3.066030e-01  -1.926376e+00  -5.980440e+00
-9.539503e-01   3.000418e-01  -1.885152e+00  -5.993562e+00
-9.559936e-01   2.934664e-01  -1.843839e+00  -6.006400e+00
-9.579916e-01   2.868771e-01  -1.802439e+00  -6.018953e+00
-9.599442e-01   2.802742e-01  -1.760953e+00  -6.031221e+00
-9.618513e-01   2.736580e-01  -1.719383e+00  -6.043203e+00
-9.637127e-01   2.670288e-01  -1.677732e+00  -6.054898e+00
-9.655285e-01   2.603869e-01  -1.636002e+00  -6.066307e+00
-9.672985e-01   2.537328e-01  -1.594194e+00  -6.077427e+00
-9.690226e-01   2.470666e-01  -1.552310e+00  -6.088260e+00
-9.707008e-01   2.403886e-01  -1.510353e+00  -6.098804e+00
-9.723330e-01   2.336993e-01  -1.468324e+00  -6.109058e+00
-9.739190e-01   2.269989e-01  -1.426226e+00  -6.119024e+00
-9.754589e-01   2.202878e-01  -1.384060e+00  -6.128699e+00
-9.769526e-01   2.135662e-01  -1.341828e+00  -6.138083e+00
-9.783999e-01   2.068344e-01  -1.299533e+00  -6.147177e+00
-9.798009e-01   2.000929e-01  -1.257176e+00  -6.155979e+00
-9.811554e-01   1.933419e-01  -1.214760e+00  -6.164489e+00
-9.824634e-01   1.865817e-01  -1.172286e+00  -6.172707e+00
-9.837248e-01   1.798127e-01  -1.129756e+00  -6.180632e+00
-9.849395e-01   1.730351e-01  -1.087173e+00  -6.188264e+00
-9.861076e-01   1.662493e-01  -1.044538e+00  -6.195603e+00
-9.872289e-01   1.594557e-01  -1.001854e+00  -6.202648e+00
-9.883035e-01   1.526545e-01  -9.591225e-01  -6.209399e+00
-9.893311e-01   1.458460e-01  -9.163453e-01  -6.215856e+00
-9.903119e-01   1.390307e-01  -8.735246e-01  -6.222018e+00
-9.912457e-01   1.322087e-01  -8.306626e-01  -6.227885e+00
-9.921325e-01   1.253805e-01  -7.877612e-01  -6.233457e+00
-9.929723e-01   1.185464e-01  -7.448224e-01  -6.238733e+00
-9.937650e-01   1.117066e-01  -7.018483e-01  -6.243714e+00
-9.945106e-01   1.048615e-01  -6.588410e-01  -6.248398e+00
-9.952090e-01   9.801148e-02  -6.158024e-01  -6.252786e+00
-9.958603e-01   9.115679e-02  -5.727346e-01  -6.256878e+00
-9.964644e-01   8.429777e-02  -5.296397e-01  -6.260673e+00
-9.970212e-01   7.743476e-02  -4.865197e-01  -6.264172e+00
-9.975307e-01   7.056808e-02  -4.433766e-01  -6.267373e+00
-9.979929e-01   6.369805e-02  -4.002125e-01  -6.270277e+00
-9.984079e-01   5.682501e-02  -3.570294e-01  -6.272884e+00
-9.987755e-01   4.994927e-02  -3.138293e-01  -6.275194e+00
-9.990957e-01   4.307116e-02  -2.706144e-01  -6.277206e+00
-9.993686e-01   3.619101e-02  -2.273867e-01  -6.278920e+00
-9.995941e-01   2.930914e-02  -1.841482e-01  -6.280337e+00
-9.997722e-01   2.242588e-02  -1.409010e-01  -6.281456e+00
-9.999029e-01   1.554157e-02  -9.764706e-02  -6.282278e+00
-9.999862e-01   8.656509e-03  -5.438851e-02  -6.282801e+00
-1.000022e+00   1.771043e-03  -1.112739e-02  -6.283027e+00
-1.000011e+00  -5.114508e-03   3.213426e-02  -6.282954e+00
-9.999517e-01  -1.199982e-02   7.539439e-02  -6.282584e+00
-9.998454e-01  -1.888456e-02   1.186509e-01  -6.281916e+00
-9.996916e-01  -2.576840e-02   1.619019e-01  -6.280950e+00
-9.994905e-01  -3.265102e-02   2.051451e-01  -6.279686e+00
-9.992420e-01  -3.953210e-02   2.483787e-01  -6.278125e+00
-9.989461e-01  -4.641130e-02   2.916004e-01  -6.276266e+00
-9.986029e-01  -5.328829e-02   3.348083e-01  -6.274110e+00
-9.982123e-01  -6.016277e-02   3.780004e-01  -6.271656e+00
-9.977744e-01  -6.703439e-02   4.211745e-01  -6.268904e+00
-9.972892e-01  -7.390283e-02   4.643287e-01  -6.265856e+00
-9.967567e-01  -8.076777e-02   5.074609e-01  -6.262510e+00
-9.961769e-01  -8.762888e-02   5.505690e-01  -6.258868e+00
-9.955500e-01  -9.448584e-02   5.936510e-01  -6.254928e+00
-9.948758e-01  -1.013383e-01   6.367048e-01  -6.250693e+00
-9.941544e-01  -1.081860e-01   6.797285e-01  -6.246160e+00
-9.933860e-01  -1.150285e-01   7.227199e-01  -6.241332e+00
-9.925704e-01  -1.218656e-01   7.656771e-01  -6.236208e+00
-9.917078e-01  -1.286969e-01   8.085980e-01  -6.230788e+00
-9.907981e-01  -1.355221e-01   8.514805e-01  -6.225073e+00
-9.898415e-01  -1.423409e-01   8.943227e-01  -6.219063e+00
-9.888380e-01  -1.491530e-01   9.371225e-01  -6.212758e+00
-9.877876e-01  -1.559579e-01   9.798779e-01  -6.206158e+00
-9.866903e-01  -1.627555e-01   1.022587e+00  -6.199264e+00
-9.855463e-01  -1.695454e-01   1.065247e+00  -6.192076e+00
-9.843555e-01  -1.763272e-01   1.107857e+00  -6.184595e+00
-9.831181e-01  -1.831006e-01   1.150415e+00  -6.176820e+00
-9.818341e-01  -1.898654e-01   1.192917e+00  -6.168753e+00
-9.805035e-01  -1.966212e-01   1.235364e+00  -6.160393e+00
-9.791264e-01  -2.033676e-01   1.277751e+00  -6.151741e+00
-9.777029e-01  -2.101045e-01   1.320079e+00  -6.142797e+00
-9.762331e-01  -2.168313e-01   1.362343e+00  -6.133563e+00
-9.747170e-01  -2.235479e-01   1.404543e+00  -6.124037e+00
-9.731546e-01  -2.302539e-01   1.446677e+00  -6.114221e+00
-9.715462e-01  -2.369489e-01   1.488741e+00  -6.104115e+00
-9.698916e-01  -2.436327e-01   1.530736e+00  -6.093720e+00
-9.681911e-01  -2.503050e-01   1.572657e+00  -6.083036e+00
-9.664447e-01  -2.569654e-01   1.614505e+00  -6.072063e+00
-9.646525e-01  -2.636136e-01   1.656275e+00  -6.060803e+00
-9.628145e-01  -2.702494e-01   1.697967e+00  -6.049255e+00
-9.609309e-01  -2.768723e-01   1.739579e+00  -6.037421e+00
-9.590017e-01  -2.834821e-01   1.781108e+00  -6.025300e+00
-9.570271e-01  -2.900784e-01   1.822553e+00  -6.012893e+00
-9.550071e-01  -2.966610e-01   1.863911e+00  -6.000202e+00
-9.529418e-01  -3.032295e-01   1.905181e+00  -5.987226e+00
-9.508314e-01  -3.097837e-01   1.946360e+00  -5.973966e+00
-9.486758e-01  -3.163232e-01   1.987448e+00  -5.960423e+00
-9.464753e-01  -3.228476e-01   2.028441e+00  -5.946598e+00
-9.442299e-01  -3.293568e-01   2.069338e+00  -5.932490e+00
-9.419398e-01  -3.358504e-01   2.110136e+00  -5.918101e+00
-9.396050e-01  -3.423280e-01   2.150835e+00  -5.903432e+00
-9.372256e-01  -3.487894e-01   2.191432e+00  -5.888483e+00
-9.348018e-01  -3.552343e-01   2.231925e+00  -5.873254e+00
-9.323337e-01  -3.616623e-01   2.272312e+00  -5.857748e+00
-9.298214e-01  -3.680732e-01   2.312592e+00  -5.841963e+00
-9.272650e-01  -3.744666e-01   2.352761e+00  -5.825902e+00
-9.246647e-01  -3.808423e-01   2.392820e+00  -5.809564e+00
-9.220205e-01  -3.871999e-01   2.432764e+00  -5.792951e+00
-9.193326e-01  -3.935391e-01   2.472594e+00  -5.776063e+00
-9.166011e-01  -3.998597e-01   2.512306e+00  -5.758901e+00
-9.138262e-01  -4.061614e-01   2.551899e+00  -5.741467e+00
-9.110079e-01  -4.124438e-01   2.591371e+00  -5.723760e+00
-9.081465e-01  -4.187066e-01   2.630721e+00  -5.705781e+00
-9.052420e-01  -4.249496e-01   2.669945e+00  -5.687533e+00
-9.022945e-01  -4.311724e-01   2.709043e+00  -5.669014e+00
-8.993043e-01  -4.373748e-01   2.748013e+00  -5.650227e+00
-8.962715e-01  -4.435565e-01   2.786852e+00  -5.631172e+00
-8.931962e-01  -4.497171e-01   2.825559e+00  -5.611850e+00
-8.900785e-01  -4.558564e-01   2.864132e+00  -5.592262e+00
-8.869186e-01  -4.619741e-01   2.902570e+00  -5.572409e+00
-8.837167e-01  -4.680699e-01   2.940870e+00  -5.552291e+00
-8.804729e-01  -4.741435e-01   2.979030e+00  -5.531911e+00
-8.771873e-01  -4.801947e-01   3.017049e+00  -5.511268e+00
-8.738602e-01  -4.862230e-01   3.054925e+00  -5.490364e+00
-8.704916e-01  -4.922283e-01   3.092657e+00  -5.469199e+00
-8.670817e-01  -4.982103e-01   3.130241e+00  -5.447776e+00
-8.636308e-01  -5.041687e-01   3.167678e+00  -5.426094e+00
-8.601389e-01  -5.101031e-01   3.204964e+00  -5.404154e+00
-8.566062e-01  -5.160134e-01   3.242098e+00  -5.381959e+00
-8.530329e-01  -5.218992e-01   3.279079e+00  -5.359508e+00
-8.494192e-01  -5.277603e-01   3.315904e+00  -5.336803e+00
-8.457652e-01  -5.335963e-01   3.352571e+00  -5.313846e+00
-8.420711e-01  -5.394071e-01   3.389080e+00  -5.290636e+00
-8.383371e-01  -5.451922e-01   3.425429e+00  -5.267175e+00
-8.345633e-01  -5.509515e-01   3.461614e+00  -5.243465e+00
-8.307500e-01  -5.566847e-01   3.497636e+00  -5.219506e+00
-8.268972e-01  -5.623916e-01   3.533492e+00  -5.195300e+00
-8.230053e-01  -5.680717e-01   3.569180e+00  -5.170847e+00
-8.190744e-01  -5.737249e-01   3.604700e+00  -5.146150e+00
-8.151046e-01  -5.793509e-01   3.640048e+00  -5.121208e+00
-8.110962e-01  -5.849495e-01   3.675224e+00  -5.096023e+00
-8.070493e-01  -5.905203e-01   3.710225e+00  -5.070597e+00
-8.029642e-01  -5.960631e-01   3.745051e+00  -5.044931e+00
-7.988410e-01  -6.015777e-01   3.779699e+00  -5.019025e+00
-7.946799e-01  -6.070637e-01   3.814168e+00  -4.992881e+00
-7.904812e-01  -6.125210e-01   3.848456e+00  -4.966501e+00
-7.862449e-01  -6.179492e-01   3.882561e+00  -4.939885e+00
-7.819714e-01  -6.233481e-01   3.916483e+00  -4.913035e+00
-7.776609e-01  -6.287175e-01   3.950219e+00  -4.885952e+00
-7.733134e-01  -6.340571e-01   3.983767e+00  -4.858637e+00
-7.689293e-01  -6.393666e-01   4.017127e+00  -4.831092e+00
-7.645088e-01  -6.446458e-01   4.050296e+00  -4.803318e+00
-7.600520e-01  -6.498944e-01   4.083273e+00  -4.775317e+00
-7.555591e-01  -6.551122e-01   4.116057e+00  -4.747089e+00
-7.510305e-01  -6.602990e-01   4.148646e+00  -4.718635e+00
-7.464662e-01  -6.654544e-01   4.181037e+00  -4.689958e+00
-7.418666e-01  -6.705783e-01   4.213231e+00  -4.661059e+00
-7.372317e-01  -6.756704e-01   4.245225e+00  -4.631939e+00
-7.325620e-01  -6.807305e-01   4.277018e+00  -4.602599e+00
-7.278574e-01  -6.857583e-01   4.308607e+00  -4.573041e+00
-7.231184e-01  -6.907536e-01   4.339993e+00  -4.543266e+00
-7.183451e-01  -6.957162e-01   4.371173e+00  -4.513276e+00
-7.135378e-01  -7.006457e-01   4.402145e+00  -4.483071e+00
-7.086966e-01  -7.055421e-01   4.432909e+00  -4.452655e+00
-7.038218e-01  -7.104050e-01   4.463463e+00  -4.422027e+00
-6.989137e-01  -7.152342e-01   4.493805e+00  -4.391189e+00
-6.939724e-01  -7.200295e-01   4.523934e+00  -4.360143e+00
-6.889982e-01  -7.247907e-01   4.553849e+00  -4.328891e+00
-6.839913e-01  -7.295175e-01   4.583548e+00  -4.297433e+00
-6.789521e-01  -7.342097e-01   4.613029e+00  -4.265772e+00
-6.738806e-01  -7.388671e-01   4.642292e+00  -4.233908e+00
-6.687772e-01  -7.434895e-01   4.671335e+00  -4.201844e+00
-6.636420e-01  -7.480766e-01   4.700156e+00  -4.169580e+00
-6.584755e-01  -7.526283e-01   4.728754e+00  -4.137118e+00
-6.532777e-01  -7.571443e-01   4.757128e+00  -4.104461e+00
-6.480489e-01  -7.616244e-01   4.785277e+00  -4.071609e+00
-6.427894e-01  -7.660684e-01   4.813199e+00  -4.038564e+00
-6.374994e-01  -7.704760e-01   4.840892e+00  -4.005327e+00
-6.321792e-01  -7.748472e-01   4.868357e+00  -3.971901e+00
-6.268290e-01  -7.791816e-01   4.895590e+00  -3.938286e+00
-6.214491e-01  -7.834790e-01   4.922591e+00  -3.904484e+00
-6.160398e-01  -7.877394e-01   4.949359e+00  -3.870498e+00
-6.106012e-01  -7.919623e-01   4.975892e+00  -3.836328e+00
-6.051337e-01  -7.961477e-01   5.002189e+00  -3.801975e+00
-5.996375e-01  -8.002954e-01   5.028249e+00  -3.767443e+00
-5.941129e-01  -8.044052e-01   5.054071e+00  -3.732732e+00
-5.885601e-01  -8.084767e-01   5.079653e+00  -3.697844e+00
-5.829794e-01  -8.125100e-01   5.104995e+00  -3.662781e+00
-5.773711e-01  -8.165048e-01   5.130094e+00  -3.627544e+00
-5.717354e-01  -8.204608e-01   5.154950e+00  -3.592135e+00
-5.660726e-01  -8.243779e-01   5.179562e+00  -3.556556e+00
-5.603829e-01  -8.282560e-01   5.203928e+00  -3.520808e+00
-5.546667e-01  -8.320948e-01   5.228047e+00  -3.484894e+00
-5.489242e-01  -8.358941e-01   5.251919e+00  -3.448814e+00
-5.431556e-01  -8.396538e-01   5.275542e+00  -3.412570e+00
-5.373613e-01  -8.433737e-01   5.298914e+00  -3.376165e+00
-5.315416e-01  -8.470536e-01   5.322035e+00  -3.339600e+00
-5.256966e-01  -8.506934e-01   5.344904e+00  -3.302876e+00
-5.198267e-01  -8.542928e-01   5.367520e+00  -3.265996e+00
-5.139322e-01  -8.578517e-01   5.389881e+00  -3.228960e+00
-5.080133e-01  -8.613700e-01   5.411986e+00  -3.191772e+00
-5.020703e-01  -8.648474e-01   5.433835e+00  -3.154433e+00
-4.961035e-01  -8.682838e-01   5.455427e+00  -3.116944e+00
-4.901132e-01  -8.716791e-01   5.476759e+00  -3.079307e+00
-4.840997e-01  -8.750330e-01   5.497832e+00  -3.041524e+00
-4.780632e-01  -8.783454e-01   5.518645e+00  -3.003597e+00
-4.720040e-01  -8.816162e-01   5.539196e+00  -2.965527e+00
-4.659225e-01  -8.848452e-01   5.559484e+00  -2.927317e+00
-4.598188e-01  -8.880322e-01   5.579508e+00  -2.888968e+00
-4.536934e-01  -8.911772e-01   5.599269e+00  -2.850482e+00
-4.475465e-01  -8.942799e-01   5.618763e+00  -2.811861e+00
-4.413783e-01  -8.973402e-01   5.637991e+00  -2.773107e+00
-4.351892e-01  -9.003579e-01   5.656952e+00  -2.734221e+00
-4.289795e-01  -9.033330e-01   5.675645e+00  -2.695206e+00
-4.227494e-01  -9.062652e-01   5.694069e+00  -2.656062e+00
-4.164993e-01  -9.091545e-01   5.712222e+00  -2.616793e+00
-4.102295e-01  -9.120007e-01   5.730105e+00  -2.577400e+00
-4.039402e-01  -9.148036e-01   5.747717e+00  -2.537884e+00
-3.976318e-01  -9.175631e-01   5.765055e+00  -2.498249e+00
-3.913045e-01  -9.202792e-01   5.782121e+00  -2.458494e+00
-3.849586e-01  -9.229516e-01   5.798912e+00  -2.418624e+00
-3.785945e-01  -9.255803e-01   5.815428e+00  -2.378638e+00
-3.722125e-01  -9.281651e-01   5.831669e+00  -2.338540e+00
-3.658128e-01  -9.307059e-01   5.847633e+00  -2.298331e+00
-3.593957e-01  -9.332025e-01   5.863320e+00  -2.258012e+00
-3.529617e-01  -9.356549e-01   5.878729e+00  -2.217587e+00
-3.465109e-01  -9.380630e-01   5.893860e+00  -2.177057e+00
-3.400436e-01  -9.404266e-01   5.908710e+00  -2.136423e+00
-3.335603e-01  -9.427455e-01   5.923281e+00  -2.095689e+00
-3.270611e-01  -9.450198e-01   5.937571e+00  -2.054854e+00
-3.205464e-01  -9.472493e-01   5.951579e+00  -2.013923e+00
-3.140165e-01  -9.494339e-01   5.965306e+00  -1.972895e+00
-3.074718e-01  -9.515735e-01   5.978749e+00  -1.931775e+00
-3.009124e-01  -9.536679e-01   5.991909e+00  -1.890562e+00
-2.943388e-01  -9.557172e-01   6.004785e+00  -1.849261e+00
-2.877513e-01  -9.577211e-01   6.017376e+00  -1.807871e+00
-2.811500e-01  -9.596796e-01   6.029682e+00  -1.766396e+00
-2.745355e-01  -9.615927e-01   6.041702e+00  -1.724837e+00
-2.679080e-01  -9.634601e-01   6.053436e+00  -1.683196e+00
-2.612677e-01  -9.652819e-01   6.064882e+00  -1.641475e+00
-2.546151e-01  -9.670579e-01   6.076041e+00  -1.599676e+00
-2.479504e-01  -9.687880e-01   6.086912e+00  -1.557802e+00
-2.412739e-01  -9.704722e-01   6.097495e+00  -1.515854e+00
-2.345860e-01  -9.721104e-01   6.107788e+00  -1.473834e+00
-2.278870e-01  -9.737025e-01   6.117792e+00  -1.431744e+00
-2.211771e-01  -9.752485e-01   6.127506e+00  -1.389586e+00
-2.144568e-01  -9.767482e-01   6.136929e+00  -1.347362e+00
-2.077263e-01  -9.782016e-01   6.146061e+00  -1.305074e+00
-2.009860e-01  -9.796086e-01   6.154902e+00  -1.262725e+00
-1.942361e-01  -9.809692e-01   6.163451e+00  -1.220315e+00
-1.874771e-01  -9.822833e-01   6.171708e+00  -1.177848e+00
-1.807091e-01  -9.835508e-01   6.179672e+00  -1.135325e+00
-1.739326e-01  -9.847717e-01   6.187344e+00  -1.092748e+00
-1.671478e-01  -9.859459e-01   6.194722e+00  -1.050119e+00
-1.603551e-01  -9.870733e-01   6.201806e+00  -1.007441e+00
-1.535548e-01  -9.881540e-01   6.208596e+00  -9.647141e-01
-1.467472e-01  -9.891878e-01   6.215092e+00  -9.219420e-01
-1.399327e-01  -9.901747e-01   6.221293e+00  -8.791262e-01
-1.331115e-01  -9.911146e-01   6.227199e+00  -8.362686e-01
-1.262840e-01  -9.920076e-01   6.232810e+00  -7.933714e-01
-1.194505e-01  -9.928535e-01   6.238126e+00  -7.504366e-01
-1.126114e-01  -9.936524e-01   6.243146e+00  -7.074662e-01
-1.057669e-01  -9.944041e-01   6.247869e+00  -6.644622e-01
-9.891745e-02  -9.951087e-01   6.252297e+00  -6.214268e-01
-9.206328e-02  -9.957662e-01   6.256428e+00  -5.783618e-01
-8.520473e-02  -9.963764e-01   6.260263e+00  -5.352694e-01
-7.834215e-02  -9.969394e-01   6.263800e+00  -4.921517e-01
-7.147586e-02  -9.974551e-01   6.267041e+00  -4.490106e-01
-6.460617e-02  -9.979235e-01   6.269985e+00  -4.058481e-01
-5.773342e-02  -9.983446e-01   6.272631e+00  -3.626665e-01
-5.085794e-02  -9.987184e-01   6.274980e+00  -3.194676e-01
-4.398004e-02  -9.990448e-01   6.277032e+00  -2.762536e-01
-3.710006e-02  -9.993239e-01   6.278785e+00  -2.330265e-01
-3.021832e-02  -9.995555e-01   6.280242e+00  -1.897883e-01
-2.333515e-02  -9.997398e-01   6.281400e+00  -1.465411e-01
-1.645087e-02  -9.998767e-01   6.282261e+00  -1.032869e-01
-9.565811e-03  -9.999662e-01   6.282823e+00  -6.002786e-02
-2.680298e-03  -1.000008e+00   6.283088e+00  -1.676594e-02
4.205341e-03  -1.000003e+00   6.283055e+00   2.649679e-02
1.109078e-02  -9.999502e-01   6.282724e+00   6.975827e-02
1.797570e-02  -9.998501e-01   6.282096e+00   1.130165e-01
2.485976e-02  -9.997025e-01   6.281169e+00   1.562693e-01
3.174264e-02  -9.995076e-01   6.279945e+00   1.995147e-01
3.862402e-02  -9.992652e-01   6.278423e+00   2.427507e-01
4.550357e-02  -9.989755e-01   6.276603e+00   2.859752e-01
5.238096e-02  -9.986384e-01   6.274485e+00   3.291861e-01
5.925587e-02  -9.982540e-01   6.272071e+00   3.723815e-01
6.612796e-02  -9.978222e-01   6.269358e+00   4.155592e-01
7.299692e-02  -9.973432e-01   6.266349e+00   4.587172e-01
7.986243e-02  -9.968168e-01   6.263042e+00   5.018535e-01
8.672414e-02  -9.962432e-01   6.259439e+00   5.449660e-01
9.358174e-02  -9.956224e-01   6.255539e+00   5.880526e-01
1.004349e-01  -9.949543e-01   6.251342e+00   6.311114e-01
1.072833e-01  -9.942391e-01   6.246849e+00   6.741403e-01
1.141266e-01  -9.934768e-01   6.242059e+00   7.171372e-01
1.209645e-01  -9.926673e-01   6.236974e+00   7.601002e-01
1.277967e-01  -9.918108e-01   6.231593e+00   8.030271e-01
1.346228e-01  -9.909073e-01   6.225916e+00   8.459159e-01
1.414426e-01  -9.899567e-01   6.219945e+00   8.887647e-01
1.482556e-01  -9.889593e-01   6.213678e+00   9.315713e-01
1.550616e-01  -9.879149e-01   6.207117e+00   9.743338e-01
1.618602e-01  -9.868238e-01   6.200261e+00   1.017050e+00
1.686512e-01  -9.856858e-01   6.193112e+00   1.059718e+00
1.754342e-01  -9.845011e-01   6.185669e+00   1.102336e+00
1.822088e-01  -9.832697e-01   6.177933e+00   1.144902e+00
1.889748e-01  -9.819917e-01   6.169904e+00   1.187413e+00
1.957319e-01  -9.806672e-01   6.161582e+00   1.229868e+00
2.024797e-01  -9.792961e-01   6.152968e+00   1.272265e+00
2.092179e-01  -9.778786e-01   6.144062e+00   1.314601e+00
2.159461e-01  -9.764148e-01   6.134865e+00   1.356875e+00
2.226641e-01  -9.749047e-01   6.125378e+00   1.399085e+00
2.293716e-01  -9.733483e-01   6.115599e+00   1.441228e+00
2.360682e-01  -9.717458e-01   6.105531e+00   1.483304e+00
2.427536e-01  -9.700972e-01   6.095174e+00   1.525308e+00
2.494275e-01  -9.684027e-01   6.084527e+00   1.567241e+00
2.560895e-01  -9.666622e-01   6.073592e+00   1.609099e+00
2.627395e-01  -9.648759e-01   6.062369e+00   1.650881e+00
2.693769e-01  -9.630438e-01   6.050859e+00   1.692585e+00
2.760016e-01  -9.611661e-01   6.039061e+00   1.734208e+00
2.826132e-01  -9.592428e-01   6.026978e+00   1.775750e+00
2.892114e-01  -9.572740e-01   6.014608e+00   1.817207e+00
2.957959e-01  -9.552599e-01   6.001954e+00   1.858578e+00
3.023664e-01  -9.532005e-01   5.989015e+00   1.899860e+00
3.089225e-01  -9.510958e-01   5.975791e+00   1.941053e+00
3.154640e-01  -9.489461e-01   5.962285e+00   1.982154e+00
3.219906e-01  -9.467514e-01   5.948496e+00   2.023161e+00
3.285018e-01  -9.445118e-01   5.934425e+00   2.064071e+00
3.349975e-01  -9.422274e-01   5.920072e+00   2.104884e+00
3.414773e-01  -9.398983e-01   5.905439e+00   2.145598e+00
3.479409e-01  -9.375247e-01   5.890526e+00   2.186209e+00
3.543881e-01  -9.351066e-01   5.875334e+00   2.226717e+00
3.608184e-01  -9.326442e-01   5.859863e+00   2.267119e+00
3.672316e-01  -9.301376e-01   5.844114e+00   2.307414e+00
3.736274e-01  -9.275869e-01   5.828088e+00   2.347599e+00
3.800055e-01  -9.249922e-01   5.811786e+00   2.387674e+00
3.863656e-01  -9.223536e-01   5.795208e+00   2.427634e+00
3.927073e-01  -9.196713e-01   5.778355e+00   2.467480e+00
3.990304e-01  -9.169454e-01   5.761229e+00   2.507209e+00
4.053347e-01  -9.141761e-01   5.743829e+00   2.546819e+00
4.116197e-01  -9.113634e-01   5.726157e+00   2.586308e+00
4.178851e-01  -9.085075e-01   5.708214e+00   2.625675e+00
4.241308e-01  -9.056085e-01   5.690000e+00   2.664917e+00
4.303564e-01  -9.026665e-01   5.671516e+00   2.704033e+00
4.365615e-01  -8.996818e-01   5.652763e+00   2.743021e+00
4.427460e-01  -8.966544e-01   5.633742e+00   2.781878e+00
4.489095e-01  -8.935846e-01   5.614454e+00   2.820604e+00
4.550516e-01  -8.904723e-01   5.594900e+00   2.859196e+00
4.611723e-01  -8.873178e-01   5.575081e+00   2.897652e+00
4.672710e-01  -8.841213e-01   5.554997e+00   2.935971e+00
4.733476e-01  -8.808828e-01   5.534650e+00   2.974151e+00
4.794017e-01  -8.776026e-01   5.514040e+00   3.012190e+00
4.854332e-01  -8.742808e-01   5.493169e+00   3.050086e+00
4.914416e-01  -8.709175e-01   5.472038e+00   3.087838e+00
4.974267e-01  -8.675129e-01   5.450647e+00   3.125443e+00
5.033882e-01  -8.640672e-01   5.428998e+00   3.162900e+00
5.093258e-01  -8.605805e-01   5.407091e+00   3.200207e+00
5.152393e-01  -8.570530e-01   5.384928e+00   3.237362e+00
5.211284e-01  -8.534849e-01   5.362510e+00   3.274364e+00
5.269928e-01  -8.498763e-01   5.339837e+00   3.311210e+00
5.328322e-01  -8.462275e-01   5.316912e+00   3.347900e+00
5.386463e-01  -8.425385e-01   5.293734e+00   3.384430e+00
5.444349e-01  -8.388095e-01   5.270305e+00   3.420801e+00
5.501977e-01  -8.350408e-01   5.246626e+00   3.457009e+00
5.559343e-01  -8.312325e-01   5.222699e+00   3.493053e+00
5.616447e-01  -8.273848e-01   5.198524e+00   3.528932e+00
5.673284e-01  -8.234979e-01   5.174102e+00   3.564643e+00
5.729852e-01  -8.195719e-01   5.149435e+00   3.600186e+00
5.786148e-01  -8.156071e-01   5.124524e+00   3.635557e+00
5.842170e-01  -8.116036e-01   5.099370e+00   3.670757e+00
5.897915e-01  -8.075616e-01   5.073974e+00   3.705782e+00
5.953380e-01  -8.034813e-01   5.048338e+00   3.740631e+00
6.008563e-01  -7.993629e-01   5.022462e+00   3.775304e+00
6.063462e-01  -7.952067e-01   4.996348e+00   3.809797e+00
6.118072e-01  -7.910127e-01   4.969998e+00   3.844110e+00
6.172393e-01  -7.867812e-01   4.943411e+00   3.878240e+00
6.226421e-01  -7.825124e-01   4.916590e+00   3.912186e+00
6.280154e-01  -7.782066e-01   4.889537e+00   3.945947e+00
6.333589e-01  -7.738638e-01   4.862251e+00   3.979521e+00
6.386724e-01  -7.694843e-01   4.834735e+00   4.012907e+00
6.439556e-01  -7.650684e-01   4.806989e+00   4.046102e+00
6.492083e-01  -7.606162e-01   4.779016e+00   4.079105e+00
6.544301e-01  -7.561279e-01   4.750816e+00   4.111915e+00
6.596210e-01  -7.516037e-01   4.722391e+00   4.144530e+00
6.647806e-01  -7.470440e-01   4.693741e+00   4.176948e+00
6.699087e-01  -7.424488e-01   4.664870e+00   4.209168e+00
6.750050e-01  -7.378184e-01   4.635777e+00   4.241189e+00
6.800693e-01  -7.331530e-01   4.606464e+00   4.273009e+00
6.851013e-01  -7.284529e-01   4.576933e+00   4.304626e+00
6.901009e-01  -7.237182e-01   4.547185e+00   4.336039e+00
6.950678e-01  -7.189493e-01   4.517222e+00   4.367246e+00
7.000017e-01  -7.141462e-01   4.487044e+00   4.398247e+00
7.049024e-01  -7.093093e-01   4.456653e+00   4.429039e+00
7.097697e-01  -7.044387e-01   4.426051e+00   4.459621e+00
7.146033e-01  -6.995348e-01   4.395240e+00   4.489991e+00
7.194031e-01  -6.945976e-01   4.364219e+00   4.520149e+00
7.241687e-01  -6.896276e-01   4.332992e+00   4.550092e+00
7.289000e-01  -6.846248e-01   4.301560e+00   4.579819e+00
7.335968e-01  -6.795896e-01   4.269923e+00   4.609330e+00
7.382588e-01  -6.745222e-01   4.238085e+00   4.638622e+00
