Method       t0       tn       N         h
Verlet        0  1.0e+02  100000 1.000e-03

x  -  y  -  z  .........
  -2.883410e-06  -8.199914e-07   4.847779e-11   9.607842e-01   2.732302e-01  -1.615334e-05
  -1.400984e-06  -2.095122e-06   1.597340e-10   4.668233e-01   6.981179e-01  -5.322515e-05
   9.125975e-07  -1.802181e-06   1.501320e-10  -3.040876e-01   6.005068e-01  -5.002565e-05
   1.658393e-06   7.486408e-07  -5.011619e-11  -5.525948e-01  -2.494554e-01   1.669927e-05
  -5.751525e-07   2.070076e-06  -1.696048e-10   1.916472e-01  -6.897724e-01   5.651420e-05
  -2.488498e-06   9.466240e-07  -9.093860e-11   8.291952e-01  -3.154256e-01   3.030175e-05
  -2.990852e-06  -8.552843e-07   5.066448e-11   9.965851e-01   2.849902e-01  -1.688197e-05
  -2.447307e-06  -2.404497e-06   1.782741e-10   8.154700e-01   8.012052e-01  -5.940292e-05
  -1.290526e-06  -3.374765e-06   2.631038e-10   4.300174e-01   1.124509e+00  -8.766912e-05
   1.361483e-07  -3.655136e-06   2.941842e-10  -4.536613e-02   1.217932e+00  -9.802543e-05
   1.534962e-06  -3.217676e-06   2.674832e-10  -5.114663e-01   1.072166e+00  -8.912836e-05
   2.596075e-06  -2.092555e-06   1.835592e-10  -8.650412e-01   6.972626e-01  -6.116397e-05
   2.937611e-06  -4.175907e-07   5.117791e-11  -9.788446e-01   1.391458e-01  -1.705305e-05
   2.075432e-06   1.363444e-06  -9.695374e-11  -6.915571e-01  -4.543148e-01   3.230606e-05
  -2.039250e-07   1.979803e-06  -1.601274e-10   6.795009e-02  -6.596923e-01   5.335624e-05
  -1.821790e-06  -1.421531e-07   4.563671e-13   6.070407e-01   4.736699e-02  -1.520666e-07
  -2.369659e-07  -2.170914e-06   1.728155e-10   7.895968e-02   7.233725e-01  -5.758403e-05
   1.934093e-06  -1.881149e-06   1.626115e-10  -6.444614e-01   6.268198e-01  -5.418397e-05
   3.105844e-06  -4.489752e-07   5.470833e-11  -1.034902e+00   1.496035e-01  -1.822942e-05
   3.242227e-06   1.174775e-06  -7.479583e-11  -1.080346e+00  -3.914479e-01   2.492280e-05
   2.590594e-06   2.529689e-06  -1.874607e-10  -8.632148e-01  -8.429204e-01   6.246397e-05
   1.408212e-06   3.373484e-06  -2.622934e-10  -4.692318e-01  -1.124082e+00   8.739908e-05
  -4.983022e-08   3.552800e-06  -2.854517e-10   1.660398e-02  -1.183833e+00   9.511566e-05
  -1.487616e-06   2.959830e-06  -2.465034e-10   4.956903e-01  -9.862482e-01   8.213768e-05
  -2.489694e-06   1.555979e-06  -1.398534e-10   8.295935e-01  -5.184694e-01   4.660069e-05
  -2.405093e-06  -4.449873e-07   2.125526e-11   8.014037e-01   1.482747e-01  -7.082488e-06
  -5.056610e-07  -1.895874e-06   1.491250e-10   1.684919e-01   6.317262e-01  -4.969010e-05
   1.771845e-06  -4.893508e-07   4.992862e-11  -5.903985e-01   1.630571e-01  -1.663677e-05
   1.046791e-06   1.957460e-06  -1.508146e-10  -3.488023e-01  -6.522473e-01   5.025308e-05
