Method       t0       tn       N         h
Verlet        0  1.0e+00    1000 1.001e-03

x  -  y  -  z  .........
  -2.883410e-06  -8.199914e-07   4.847779e-11   9.607842e-01   2.732302e-01  -1.615334e-05
  -2.876697e-06  -8.371031e-07   4.989157e-11   9.585472e-01   2.789321e-01  -1.662442e-05
  -2.869869e-06  -8.541816e-07   5.130336e-11   9.562721e-01   2.846228e-01  -1.709485e-05
  -2.862926e-06  -8.712260e-07   5.271310e-11   9.539589e-01   2.903022e-01  -1.756459e-05
  -2.855870e-06  -8.882356e-07   5.412074e-11   9.516075e-01   2.959700e-01  -1.803363e-05
  -2.848699e-06  -9.052096e-07   5.552621e-11   9.492181e-01   3.016259e-01  -1.850195e-05
  -2.841414e-06  -9.221473e-07   5.692945e-11   9.467905e-01   3.072697e-01  -1.896952e-05
  -2.834014e-06  -9.390480e-07   5.833040e-11   9.443249e-01   3.129012e-01  -1.943634e-05
  -2.826500e-06  -9.559108e-07   5.972901e-11   9.418213e-01   3.185201e-01  -1.990237e-05
  -2.818873e-06  -9.727350e-07   6.112520e-11   9.392797e-01   3.241261e-01  -2.036759e-05
  -2.811131e-06  -9.895199e-07   6.251892e-11   9.367000e-01   3.297190e-01  -2.083200e-05
  -2.803275e-06  -1.006265e-06   6.391010e-11   9.340824e-01   3.352986e-01  -2.129556e-05
  -2.795306e-06  -1.022969e-06   6.529869e-11   9.314268e-01   3.408645e-01  -2.175825e-05
  -2.787222e-06  -1.039631e-06   6.668463e-11   9.287334e-01   3.464165e-01  -2.222006e-05
  -2.779025e-06  -1.056251e-06   6.806784e-11   9.260020e-01   3.519544e-01  -2.268096e-05
  -2.770714e-06  -1.072827e-06   6.944827e-11   9.232328e-01   3.574780e-01  -2.314093e-05
  -2.762290e-06  -1.089360e-06   7.082585e-11   9.204257e-01   3.629869e-01  -2.359996e-05
  -2.753752e-06  -1.105848e-06   7.220052e-11   9.175809e-01   3.684808e-01  -2.405802e-05
  -2.745101e-06  -1.122290e-06   7.357223e-11   9.146983e-01   3.739596e-01  -2.451508e-05
  -2.736337e-06  -1.138687e-06   7.494090e-11   9.117780e-01   3.794230e-01  -2.497114e-05
  -2.727460e-06  -1.155036e-06   7.630647e-11   9.088200e-01   3.848708e-01  -2.542616e-05
  -2.718470e-06  -1.171337e-06   7.766888e-11   9.058243e-01   3.903025e-01  -2.588013e-05
