Method       t0       tn       N         h
 Euler        0    1e+02 1000000    0.0001

x  -  y  -  z  .........
   1.358017e-06  -2.643619e-06   2.203447e-10  -4.525065e-01   8.808831e-01  -7.342132e-05
   1.523189e-06  -2.548822e-06   2.137293e-10  -5.075435e-01   8.492957e-01  -7.121697e-05
   1.682134e-06  -2.443606e-06   2.062402e-10  -5.605056e-01   8.142367e-01  -6.872152e-05
   1.834181e-06  -2.328372e-06   1.979055e-10  -6.111696e-01   7.758396e-01  -6.594431e-05
   1.978688e-06  -2.203566e-06   1.887572e-10  -6.593207e-01   7.342525e-01  -6.289598e-05
   2.115035e-06  -2.069674e-06   1.788306e-10  -7.047533e-01   6.896382e-01  -5.958834e-05
   2.242640e-06  -1.927226e-06   1.681648e-10  -7.472725e-01   6.421732e-01  -5.603437e-05
   2.360950e-06  -1.776793e-06   1.568021e-10  -7.866948e-01   5.920470e-01  -5.224820e-05
   2.469453e-06  -1.618978e-06   1.447881e-10  -8.228492e-01   5.394616e-01  -4.824499e-05
   2.567675e-06  -1.454424e-06   1.321713e-10  -8.555777e-01   4.846302e-01  -4.404094e-05
   2.655184e-06  -1.283802e-06   1.190031e-10  -8.847368e-01   4.277772e-01  -3.965315e-05
   2.731595e-06  -1.107814e-06   1.053375e-10  -9.101978e-01   3.691361e-01  -3.509962e-05
   2.796568e-06  -9.271880e-07   9.123083e-11  -9.318474e-01   3.089493e-01  -3.039913e-05
   2.849811e-06  -7.426732e-07   7.674156e-11  -9.495887e-01   2.474670e-01  -2.557114e-05
   2.891086e-06  -5.550393e-07   6.192999e-11  -9.633419e-01   1.849453e-01  -2.063576e-05
   2.920203e-06  -3.650716e-07   4.685800e-11  -9.730440e-01   1.216459e-01  -1.561361e-05
   2.937026e-06  -1.735671e-07   3.158877e-11  -9.786498e-01   5.783449e-02  -1.052573e-05
   2.941475e-06   1.866856e-08   1.618645e-11  -9.801323e-01  -6.220570e-03  -5.393505e-06
   2.933522e-06   2.108254e-07   7.158923e-13  -9.774822e-01  -7.024937e-02  -2.385433e-07
   2.913195e-06   4.020929e-07  -1.475768e-11  -9.707087e-01  -1.339818e-01   4.917424e-06
   2.880574e-06   5.916636e-07  -3.016898e-11  -9.598392e-01  -1.971489e-01   1.005264e-05
   2.835797e-06   7.787374e-07  -4.545296e-11  -9.449189e-01  -2.594840e-01   1.514543e-05
   2.779053e-06   9.625251e-07  -6.054514e-11  -9.260112e-01  -3.207240e-01   2.017431e-05
   2.710585e-06   1.142252e-06  -7.538190e-11  -9.031970e-01  -3.806111e-01   2.511809e-05
   2.630687e-06   1.317163e-06  -8.990080e-11  -8.765741e-01  -4.388932e-01   2.995594e-05
   2.539703e-06   1.486523e-06  -1.040409e-10  -8.462573e-01  -4.953259e-01   3.466757e-05
   2.438026e-06   1.649624e-06  -1.177429e-10  -8.123773e-01  -5.496730e-01   3.923323e-05
   2.326094e-06   1.805787e-06  -1.309496e-10  -7.750803e-01  -6.017081e-01   4.363387e-05
   2.204390e-06   1.954363e-06  -1.436063e-10  -7.345271e-01  -6.512155e-01   4.785120e-05
   2.073437e-06   2.094741e-06  -1.556605e-10  -6.908922e-01  -6.979909e-01   5.186779e-05
   1.933799e-06   2.226344e-06  -1.670626e-10  -6.443634e-01  -7.418426e-01   5.566713e-05
   1.786075e-06   2.348638e-06  -1.777663e-10  -5.951400e-01  -7.825923e-01   5.923369e-05
   1.630896e-06   2.461130e-06  -1.877280e-10  -5.434328e-01  -8.200759e-01   6.255304e-05
   1.468925e-06   2.563371e-06  -1.969078e-10  -4.894620e-01  -8.541438e-01   6.561186e-05
   1.300848e-06   2.654960e-06  -2.052693e-10  -4.334569e-01  -8.846620e-01   6.839801e-05
