Method       t0       tn       N         h
Verlet        0  1.0e+02  100000 1.000e-03

x  -  y  -  z  -  vx  -  vy  -  vz .........
  -2.883410e-06  -8.199914e-07   4.847779e-11   5.458678e-06  -1.806922e-05   1.483076e-09   9.607842e-01   2.732302e-01  -1.615334e-05  -1.818892e+00   6.020864e+00  -4.941775e-04
  -2.877894e-06  -8.380445e-07   4.995992e-11   5.572800e-06  -1.803638e-05   1.481126e-09   9.589462e-01   2.792457e-01  -1.664720e-05  -1.856920e+00   6.009920e+00  -4.935277e-04
  -2.872264e-06  -8.560645e-07   5.144008e-11   5.686735e-06  -1.800281e-05   1.479117e-09   9.570703e-01   2.852502e-01  -1.714040e-05  -1.894885e+00   5.998735e+00  -4.928582e-04
  -2.866520e-06  -8.740505e-07   5.291819e-11   5.800477e-06  -1.796852e-05   1.477049e-09   9.551564e-01   2.912433e-01  -1.763293e-05  -1.932788e+00   5.987308e+00  -4.921690e-04
  -2.860663e-06  -8.920019e-07   5.439420e-11   5.914021e-06  -1.793351e-05   1.474921e-09   9.532047e-01   2.972249e-01  -1.812475e-05  -1.970625e+00   5.975641e+00  -4.914600e-04
  -2.854692e-06  -9.099179e-07   5.586806e-11   6.027364e-06  -1.789777e-05   1.472735e-09   9.512151e-01   3.031947e-01  -1.861586e-05  -2.008396e+00   5.963732e+00  -4.907313e-04
  -2.848608e-06  -9.277978e-07   5.733970e-11   6.140500e-06  -1.786132e-05   1.470489e-09   9.491879e-01   3.091525e-01  -1.910622e-05  -2.046099e+00   5.951584e+00  -4.899829e-04
  -2.842411e-06  -9.456409e-07   5.880907e-11   6.253425e-06  -1.782414e-05   1.468184e-09   9.471229e-01   3.150980e-01  -1.959583e-05  -2.083732e+00   5.939195e+00  -4.892149e-04
  -2.836101e-06  -9.634464e-07   6.027610e-11   6.366135e-06  -1.778625e-05   1.465821e-09   9.450204e-01   3.210310e-01  -2.008466e-05  -2.121294e+00   5.926567e+00  -4.884272e-04
  -2.829679e-06  -9.812137e-07   6.174074e-11   6.478624e-06  -1.774764e-05   1.463398e-09   9.428803e-01   3.269513e-01  -2.057270e-05  -2.158783e+00   5.913700e+00  -4.876198e-04
  -2.823144e-06  -9.989420e-07   6.320292e-11   6.590888e-06  -1.770831e-05   1.460917e-09   9.407027e-01   3.328585e-01  -2.105991e-05  -2.196198e+00   5.900593e+00  -4.867928e-04
