Method       t0       tn       N         h
Verlet        0  1.0e+00  100000 1.000e-05

x  -  y  -  z  .........
  -9.228356e-07   0.000000e+00   0.000000e+00   3.074991e-01   0.000000e+00   0.000000e+00
  -8.919423e-07  -1.302638e-08   0.000000e+00   2.972051e-01   4.340534e-03   0.000000e+00
  -8.597071e-07  -2.603280e-08   0.000000e+00   2.864639e-01   8.674419e-03   0.000000e+00
  -8.260286e-07  -3.899508e-08   0.000000e+00   2.752419e-01   1.299359e-02   0.000000e+00
  -7.907898e-07  -5.188314e-08   0.000000e+00   2.635000e-01   1.728804e-02   0.000000e+00
  -7.538535e-07  -6.465909e-08   0.000000e+00   2.511924e-01   2.154513e-02   0.000000e+00
  -7.150573e-07  -7.727457e-08   0.000000e+00   2.382650e-01   2.574874e-02   0.000000e+00
  -6.742067e-07  -8.966674e-08   0.000000e+00   2.246532e-01   2.987795e-02   0.000000e+00
  -6.310648e-07  -1.017524e-07   0.000000e+00   2.102778e-01   3.390502e-02   0.000000e+00
  -5.853382e-07  -1.134187e-07   0.000000e+00   1.950412e-01   3.779237e-02   0.000000e+00
  -5.366555e-07  -1.245084e-07   0.000000e+00   1.788196e-01   4.148757e-02   0.000000e+00
  -4.845345e-07  -1.347942e-07   0.000000e+00   1.614523e-01   4.491492e-02   0.000000e+00
  -4.283285e-07  -1.439332e-07   0.000000e+00   1.427238e-01   4.796014e-02   0.000000e+00
  -3.671348e-07  -1.513767e-07   0.000000e+00   1.223334e-01   5.044040e-02   0.000000e+00
  -2.996258e-07  -1.561749e-07   0.000000e+00   9.983865e-02   5.203921e-02   0.000000e+00
  -2.237139e-07  -1.564856e-07   0.000000e+00   7.454396e-02   5.214274e-02   0.000000e+00
  -1.358434e-07  -1.480404e-07   0.000000e+00   4.526452e-02   4.932870e-02   0.000000e+00
  -3.012563e-08  -1.173743e-07   0.000000e+00   1.003819e-02   3.911043e-02   0.000000e+00
   7.113506e-08  -9.065905e-09   0.000000e+00  -2.370299e-02   3.020860e-03   0.000000e+00
   4.836788e-08   1.297301e-07   0.000000e+00  -1.611672e-02  -4.322753e-02   0.000000e+00
  -8.828881e-09   2.167362e-07   0.000000e+00   2.941881e-03  -7.221892e-02   0.000000e+00
  -6.624478e-08   2.795903e-07   0.000000e+00   2.207350e-02  -9.316261e-02   0.000000e+00
  -1.208231e-07   3.294300e-07   0.000000e+00   4.025961e-02  -1.097697e-01   0.000000e+00
  -1.724384e-07   3.709668e-07   0.000000e+00   5.745838e-02  -1.236102e-01   0.000000e+00
  -2.213660e-07   4.066450e-07   0.000000e+00   7.376161e-02  -1.354986e-01   0.000000e+00
  -2.679100e-07   4.379109e-07   0.000000e+00   8.927059e-02  -1.459168e-01   0.000000e+00
  -3.123372e-07   4.656996e-07   0.000000e+00   1.040742e-01  -1.551763e-01   0.000000e+00
  -3.548709e-07   4.906554e-07   0.000000e+00   1.182469e-01  -1.634918e-01   0.000000e+00
  -3.956965e-07   5.132437e-07   0.000000e+00   1.318505e-01  -1.710185e-01   0.000000e+00
  -4.349687e-07   5.338134e-07   0.000000e+00   1.449364e-01  -1.778725e-01   0.000000e+00
  -4.728177e-07   5.526337e-07   0.000000e+00   1.575481e-01  -1.841437e-01   0.000000e+00
  -5.093539e-07   5.699178e-07   0.000000e+00   1.697224e-01  -1.899029e-01   0.000000e+00
  -5.446719e-07   5.858375e-07   0.000000e+00   1.814907e-01  -1.952075e-01   0.000000e+00
  -5.788535e-07   6.005339e-07   0.000000e+00   1.928804e-01  -2.001045e-01   0.000000e+00
  -6.119699e-07   6.141244e-07   0.000000e+00   2.039152e-01  -2.046331e-01   0.000000e+00
  -6.440836e-07   6.267081e-07   0.000000e+00   2.146158e-01  -2.088261e-01   0.000000e+00
  -6.752498e-07   6.383694e-07   0.000000e+00   2.250007e-01  -2.127118e-01   0.000000e+00
  -7.055176e-07   6.491809e-07   0.000000e+00   2.350863e-01  -2.163143e-01   0.000000e+00
  -7.349306e-07   6.592057e-07   0.000000e+00   2.448870e-01  -2.196546e-01   0.000000e+00
  -7.635284e-07   6.684988e-07   0.000000e+00   2.544161e-01  -2.227512e-01   0.000000e+00
  -7.913462e-07   6.771090e-07   0.000000e+00   2.636854e-01  -2.256202e-01   0.000000e+00
  -8.184164e-07   6.850792e-07   0.000000e+00   2.727054e-01  -2.282760e-01   0.000000e+00
  -8.447680e-07   6.924478e-07   0.000000e+00   2.814861e-01  -2.307313e-01   0.000000e+00
  -8.704277e-07   6.992491e-07   0.000000e+00   2.900362e-01  -2.329976e-01   0.000000e+00
  -8.954199e-07   7.055141e-07   0.000000e+00   2.983639e-01  -2.350851e-01   0.000000e+00
  -9.197670e-07   7.112706e-07   0.000000e+00   3.064766e-01  -2.370033e-01   0.000000e+00
  -9.434895e-07   7.165441e-07   0.000000e+00   3.143812e-01  -2.387605e-01   0.000000e+00
  -9.666064e-07   7.213576e-07   0.000000e+00   3.220840e-01  -2.403644e-01   0.000000e+00
  -9.891353e-07   7.257322e-07   0.000000e+00   3.295909e-01  -2.418220e-01   0.000000e+00
  -1.011093e-06   7.296873e-07   0.000000e+00   3.369072e-01  -2.431399e-01   0.000000e+00
  -1.032493e-06   7.332406e-07   0.000000e+00   3.440381e-01  -2.443239e-01   0.000000e+00
  -1.053351e-06   7.364085e-07   0.000000e+00   3.509882e-01  -2.453795e-01   0.000000e+00
  -1.073679e-06   7.392062e-07   0.000000e+00   3.577619e-01  -2.463117e-01   0.000000e+00
  -1.093491e-06   7.416477e-07   0.000000e+00   3.643632e-01  -2.471252e-01   0.000000e+00
  -1.112796e-06   7.437459e-07   0.000000e+00   3.707959e-01  -2.478244e-01   0.000000e+00
  -1.131606e-06   7.455132e-07   0.000000e+00   3.770635e-01  -2.484133e-01   0.000000e+00
  -1.149930e-06   7.469607e-07   0.000000e+00   3.831695e-01  -2.488956e-01   0.000000e+00
  -1.167779e-06   7.480989e-07   0.000000e+00   3.891168e-01  -2.492749e-01   0.000000e+00
  -1.185160e-06   7.489379e-07   0.000000e+00   3.949085e-01  -2.495544e-01   0.000000e+00
  -1.202082e-06   7.494867e-07   0.000000e+00   4.005472e-01  -2.497373e-01   0.000000e+00
  -1.218553e-06   7.497542e-07   0.000000e+00   4.060355e-01  -2.498264e-01   0.000000e+00
  -1.234580e-06   7.497484e-07   0.000000e+00   4.113759e-01  -2.498245e-01   0.000000e+00
  -1.250170e-06   7.494772e-07   0.000000e+00   4.165706e-01  -2.497341e-01   0.000000e+00
  -1.265329e-06   7.489476e-07   0.000000e+00   4.216218e-01  -2.495577e-01   0.000000e+00
  -1.280064e-06   7.481666e-07   0.000000e+00   4.265314e-01  -2.492974e-01   0.000000e+00
  -1.294379e-06   7.471406e-07   0.000000e+00   4.313014e-01  -2.489556e-01   0.000000e+00
  -1.308280e-06   7.458758e-07   0.000000e+00   4.359334e-01  -2.485341e-01   0.000000e+00
  -1.321773e-06   7.443779e-07   0.000000e+00   4.404293e-01  -2.480350e-01   0.000000e+00
  -1.334861e-06   7.426524e-07   0.000000e+00   4.447905e-01  -2.474600e-01   0.000000e+00
  -1.347550e-06   7.407046e-07   0.000000e+00   4.490186e-01  -2.468110e-01   0.000000e+00
  -1.359843e-06   7.385394e-07   0.000000e+00   4.531149e-01  -2.460895e-01   0.000000e+00
  -1.371745e-06   7.361614e-07   0.000000e+00   4.570807e-01  -2.452972e-01   0.000000e+00
  -1.383259e-06   7.335753e-07   0.000000e+00   4.609172e-01  -2.444354e-01   0.000000e+00
  -1.394388e-06   7.307852e-07   0.000000e+00   4.646255e-01  -2.435057e-01   0.000000e+00
  -1.405136e-06   7.277952e-07   0.000000e+00   4.682068e-01  -2.425094e-01   0.000000e+00
  -1.415505e-06   7.246092e-07   0.000000e+00   4.716620e-01  -2.414478e-01   0.000000e+00
  -1.425499e-06   7.212309e-07   0.000000e+00   4.749920e-01  -2.403221e-01   0.000000e+00
  -1.435119e-06   7.176638e-07   0.000000e+00   4.781977e-01  -2.391335e-01   0.000000e+00
  -1.444369e-06   7.139113e-07   0.000000e+00   4.812799e-01  -2.378832e-01   0.000000e+00
  -1.453251e-06   7.099767e-07   0.000000e+00   4.842392e-01  -2.365721e-01   0.000000e+00
  -1.461765e-06   7.058630e-07   0.000000e+00   4.870765e-01  -2.352014e-01   0.000000e+00
  -1.469916e-06   7.015732e-07   0.000000e+00   4.897922e-01  -2.337720e-01   0.000000e+00
  -1.477703e-06   6.971101e-07   0.000000e+00   4.923869e-01  -2.322848e-01   0.000000e+00
  -1.485128e-06   6.924764e-07   0.000000e+00   4.948612e-01  -2.307408e-01   0.000000e+00
