Method       t0       tn       N         h  beta      Time used [s]
Verlet        0  1.0e+01  100000 1.000e-04  2.000000       0.028893

x  -  y  -  z  .........
   1.471124e-06  -2.503858e-06   2.098074e-10  -4.901950e-01   8.343133e-01  -6.991016e-05
   1.636597e-06  -2.401242e-06   2.025662e-10  -5.453324e-01   8.001204e-01  -6.749729e-05
   1.794957e-06  -2.288187e-06   1.944444e-10  -5.980995e-01   7.624494e-01  -6.479102e-05
   1.945532e-06  -2.165209e-06   1.854793e-10  -6.482728e-01   7.214718e-01  -6.180376e-05
   2.087693e-06  -2.032867e-06   1.757121e-10  -6.956426e-01   6.773739e-01  -5.854921e-05
   2.220855e-06  -1.891760e-06   1.651873e-10  -7.400134e-01   6.303556e-01  -5.504223e-05
   2.344475e-06  -1.742526e-06   1.539528e-10  -7.812052e-01   5.806291e-01  -5.129878e-05
   2.458063e-06  -1.585835e-06   1.420594e-10  -8.190540e-01   5.284177e-01  -4.733578e-05
   2.561177e-06  -1.422384e-06   1.295607e-10  -8.534125e-01   4.739542e-01  -4.317105e-05
   2.653425e-06  -1.252899e-06   1.165122e-10  -8.841506e-01   4.174800e-01  -3.882316e-05
   2.734471e-06  -1.078124e-06   1.029718e-10  -9.111561e-01   3.592429e-01  -3.431135e-05
   2.804031e-06  -8.988195e-07   8.899881e-11  -9.343343e-01   2.994966e-01  -2.965539e-05
   2.861876e-06  -7.157589e-07   7.465392e-11  -9.536088e-01   2.384988e-01  -2.487551e-05
   2.907830e-06  -5.297235e-07   5.999878e-11  -9.689211e-01   1.765098e-01  -1.999226e-05
   2.941771e-06  -3.414990e-07   4.509571e-11  -9.802306e-01   1.137913e-01  -1.502639e-05
   2.963630e-06  -1.518712e-07   3.000738e-11  -9.875146e-01   5.060517e-02  -9.998793e-06
   2.973393e-06   3.837731e-08   1.479650e-11  -9.907674e-01  -1.278774e-02  -4.930357e-06
   2.971092e-06   2.284709e-07  -4.744791e-13  -9.900009e-01  -7.612905e-02   1.581017e-07
   2.956813e-06   4.176443e-07  -1.574361e-11  -9.852431e-01  -1.391637e-01   5.245945e-06
   2.930689e-06   6.051453e-07  -3.094973e-11  -9.765383e-01  -2.016411e-01   1.031279e-05
   2.892899e-06   7.902382e-07  -4.603272e-11  -9.639461e-01  -2.633161e-01   1.533861e-05
   2.843666e-06   9.722062e-07  -6.093369e-11  -9.475412e-01  -3.239499e-01   2.030378e-05
   2.783257e-06   1.150354e-06  -7.559524e-11  -9.274121e-01  -3.833107e-01   2.518917e-05
   2.711977e-06   1.324010e-06  -8.996162e-11  -9.036610e-01  -4.411748e-01   2.997621e-05
   2.630172e-06   1.492528e-06  -1.039789e-10  -8.764026e-01  -4.973268e-01   3.464693e-05
   2.538222e-06   1.655290e-06  -1.175952e-10  -8.457637e-01  -5.515609e-01   3.918402e-05
   2.436540e-06   1.811706e-06  -1.307607e-10  -8.118822e-01  -6.036805e-01   4.357091e-05
   2.325572e-06   1.961218e-06  -1.434279e-10  -7.749064e-01  -6.534997e-01   4.779176e-05
   2.205792e-06   2.103300e-06  -1.555517e-10  -7.349942e-01  -7.008428e-01   5.183154e-05
   2.077700e-06   2.237457e-06  -1.670894e-10  -6.923125e-01  -7.455454e-01   5.567604e-05
   1.941821e-06   2.363229e-06  -1.780010e-10  -6.470363e-01  -7.874542e-01   5.931191e-05
   1.798703e-06   2.480192e-06  -1.882490e-10  -5.993477e-01  -8.264275e-01   6.272666e-05
   1.648912e-06   2.587955e-06  -1.977988e-10  -5.494356e-01  -8.623353e-01   6.590875e-05
   1.493032e-06   2.686163e-06  -2.066183e-10  -4.974950e-01  -8.950595e-01   6.884751e-05
   1.331665e-06   2.774499e-06  -2.146784e-10  -4.437257e-01  -9.244940e-01   7.153323e-05
   1.165424e-06   2.852681e-06  -2.219528e-10  -3.883322e-01  -9.505449e-01   7.395715e-05
   9.949336e-07   2.920463e-06  -2.284181e-10  -3.315229e-01  -9.731306e-01   7.611145e-05
   8.208287e-07   2.977636e-06  -2.340537e-10  -2.735092e-01  -9.921814e-01   7.798929e-05
   6.437517e-07   3.024029e-06  -2.388419e-10  -2.145052e-01  -1.007640e+00   7.958477e-05
   4.643507e-07   3.059507e-06  -2.427680e-10  -1.547268e-01  -1.019462e+00   8.089299e-05
   2.832778e-07   3.083971e-06  -2.458201e-10  -9.439130e-02  -1.027613e+00   8.190999e-05
   1.011872e-07   3.097358e-06  -2.479894e-10  -3.371671e-02  -1.032074e+00   8.263281e-05
  -8.126623e-08   3.099643e-06  -2.492697e-10   2.707881e-02  -1.032836e+00   8.305944e-05
  -2.634290e-07   3.090836e-06  -2.496581e-10   8.777747e-02  -1.029901e+00   8.318884e-05
  -4.446505e-07   3.070983e-06  -2.491541e-10   1.481625e-01  -1.023285e+00   8.302092e-05
  -6.242843e-07   3.040164e-06  -2.477606e-10   2.080185e-01  -1.013016e+00   8.255657e-05
  -8.016904e-07   2.998496e-06  -2.454828e-10   2.671321e-01  -9.991320e-01   8.179761e-05
  -9.762362e-07   2.946129e-06  -2.423293e-10   3.252927e-01  -9.816830e-01   8.074681e-05
  -1.147298e-06   2.883251e-06  -2.383110e-10   3.822925e-01  -9.607311e-01   7.940787e-05
  -1.314264e-06   2.810078e-06  -2.334419e-10   4.379275e-01  -9.363491e-01   7.778544e-05
  -1.476534e-06   2.726864e-06  -2.277387e-10   4.919976e-01  -9.086214e-01   7.588505e-05
  -1.633521e-06   2.633894e-06  -2.212207e-10   5.443074e-01  -8.776429e-01   7.371318e-05
  -1.784654e-06   2.531487e-06  -2.139099e-10   5.946667e-01  -8.435195e-01   7.127717e-05
  -1.929380e-06   2.419990e-06  -2.058312e-10   6.428909e-01  -8.063676e-01   6.858525e-05
  -2.067163e-06   2.299786e-06  -1.970118e-10   6.888016e-01  -7.663141e-01   6.564653e-05
  -2.197487e-06   2.171284e-06  -1.874817e-10   7.322271e-01  -7.234960e-01   6.247098e-05
  -2.319860e-06   2.034926e-06  -1.772731e-10   7.730030e-01  -6.780599e-01   5.906938e-05
  -2.433810e-06   1.891180e-06  -1.664210e-10   8.109724e-01  -6.301623e-01   5.545334e-05
  -2.538893e-06   1.740545e-06  -1.549626e-10   8.459872e-01  -5.799689e-01   5.163527e-05
  -2.634689e-06   1.583544e-06  -1.429375e-10   8.779076e-01  -5.276544e-01   4.762836e-05
  -2.720809e-06   1.420727e-06  -1.303874e-10   9.066037e-01  -4.734020e-01   4.344653e-05
  -2.796891e-06   1.252670e-06  -1.173563e-10   9.319551e-01  -4.174034e-01   3.910443e-05
  -2.862606e-06   1.079970e-06  -1.038903e-10   9.538522e-01  -3.598579e-01   3.461741e-05
  -2.917659e-06   9.032478e-07  -9.003738e-11   9.721962e-01  -3.009722e-01   3.000146e-05
  -2.961786e-06   7.231444e-07  -7.584737e-11   9.869001e-01  -2.409597e-01   2.527319e-05
  -2.994765e-06   5.403194e-07  -6.137189e-11   9.978889e-01  -1.800404e-01   2.044980e-05
  -3.016407e-06   3.554497e-07  -4.666414e-11   1.005100e+00  -1.184398e-01   1.554901e-05
  -3.026564e-06   1.692274e-07  -3.177878e-11   1.008485e+00  -5.638845e-02   1.058904e-05
  -3.025129e-06  -1.764233e-08  -1.677176e-11   1.008007e+00   5.878622e-03   5.588537e-06
  -3.012038e-06  -2.044434e-07  -1.700180e-12   1.003645e+00   6.812280e-02   5.665190e-07
  -2.987270e-06  -3.904510e-07   1.337793e-11   9.953915e-01   1.301026e-01  -4.457676e-06
  -2.950847e-06  -5.749346e-07   2.840379e-11   9.832551e-01   1.915746e-01  -9.464459e-06
  -2.902840e-06  -7.571603e-07   4.331808e-11   9.672584e-01   2.522942e-01  -1.443406e-05
  -2.843363e-06  -9.363935e-07   5.806114e-11   9.474400e-01   3.120167e-01  -1.934662e-05
  -2.772580e-06  -1.111903e-06   7.257327e-11   9.238544e-01   3.704983e-01  -2.418222e-05
  -2.690702e-06  -1.282961e-06   8.679491e-11   8.965717e-01   4.274969e-01  -2.892103e-05
  -2.597988e-06  -1.448852e-06   1.006670e-10   8.656785e-01   4.827737e-01  -3.354335e-05
  -2.494746e-06  -1.608871e-06   1.141310e-10   8.312771e-01   5.360937e-01  -3.802970e-05
  -2.381331e-06  -1.762328e-06   1.271295e-10   7.934860e-01   5.872274e-01  -4.236096e-05
  -2.258147e-06  -1.908555e-06   1.396064e-10   7.524396e-01   6.359516e-01  -4.651841e-05
  -2.125644e-06  -2.046904e-06   1.515071e-10   7.082880e-01   6.820510e-01  -5.048386e-05
  -1.984317e-06  -2.176755e-06   1.627789e-10   6.611964e-01   7.253190e-01  -5.423972e-05
  -1.834708e-06  -2.297520e-06   1.733711e-10   6.113450e-01   7.655591e-01  -5.776916e-05
  -1.677399e-06  -2.408642e-06   1.832356e-10   5.589280e-01   8.025862e-01  -6.105614e-05
  -1.513015e-06  -2.509603e-06   1.923272e-10   5.041534e-01   8.362275e-01  -6.408555e-05
  -1.342218e-06  -2.599925e-06   2.006034e-10   4.472420e-01   8.663240e-01  -6.684329e-05
  -1.165706e-06  -2.679176e-06   2.080254e-10   3.884262e-01   8.927312e-01  -6.931639e-05
  -9.842093e-07  -2.746969e-06   2.145578e-10   3.279495e-01   9.153206e-01  -7.149304e-05
  -7.984874e-07  -2.802968e-06   2.201689e-10   2.660649e-01   9.339801e-01  -7.336274e-05
  -6.093255e-07  -2.846890e-06   2.248314e-10   2.030340e-01   9.486153e-01  -7.491633e-05
  -4.175301e-07  -2.878505e-06   2.285220e-10   1.391257e-01   9.591499e-01  -7.614608e-05
  -2.239251e-07  -2.897643e-06   2.312220e-10   7.461434e-02   9.655267e-01  -7.704575e-05
  -2.934747e-08  -2.904189e-06   2.329173e-10   9.778904e-03   9.677081e-01  -7.761063e-05
   1.653577e-07  -2.898091e-06   2.335984e-10  -5.509902e-02   9.656759e-01  -7.783759e-05
   3.593416e-07  -2.879354e-06   2.332609e-10  -1.197366e-01   9.594326e-01  -7.772511e-05
   5.517565e-07  -2.848045e-06   2.319049e-10  -1.838514e-01   9.490003e-01  -7.727327e-05
   7.417606e-07  -2.804294e-06   2.295357e-10  -2.471629e-01   9.344218e-01  -7.648383e-05
   9.285230e-07  -2.748287e-06   2.261633e-10  -3.093942e-01   9.157597e-01  -7.536013e-05
   1.111228e-06  -2.680271e-06   2.218028e-10  -3.702736e-01   8.930961e-01  -7.390714e-05
   1.289081e-06  -2.600551e-06   2.164736e-10  -4.295361e-01   8.665325e-01  -7.213142e-05
   1.461311e-06  -2.509487e-06   2.102002e-10  -4.869250e-01   8.361888e-01  -7.004103e-05
   1.627176e-06  -2.407491e-06   2.030111e-10  -5.421930e-01   8.022028e-01  -6.764556e-05
   1.785967e-06  -2.295029e-06   1.949395e-10  -5.951039e-01   7.647293e-01  -6.495600e-05
   1.937011e-06  -2.172613e-06   1.860223e-10  -6.454337e-01   7.239388e-01  -6.198470e-05
   2.079678e-06  -2.040799e-06   1.763005e-10  -6.929718e-01   6.800167e-01  -5.874527e-05
   2.213377e-06  -1.900184e-06   1.658184e-10  -7.375219e-01   6.331623e-01  -5.525253e-05
   2.337566e-06  -1.751404e-06   1.546238e-10  -7.789030e-01   5.835871e-01  -5.152235e-05
   2.451749e-06  -1.595126e-06   1.427672e-10  -8.169501e-01   5.315137e-01  -4.757163e-05
   2.555482e-06  -1.432049e-06   1.303021e-10  -8.515150e-01   4.771745e-01  -4.341811e-05
   2.648371e-06  -1.262894e-06   1.172840e-10  -8.824666e-01   4.208103e-01  -3.908034e-05
   2.730076e-06  -1.088405e-06   1.037706e-10  -9.096916e-01   3.626688e-01  -3.457751e-05
   2.800310e-06  -9.093428e-07   8.982105e-11  -9.330944e-01   3.030031e-01  -2.992937e-05
   2.858840e-06  -7.264790e-07   7.549608e-11  -9.525974e-01   2.420709e-01  -2.515613e-05
   2.905489e-06  -5.405950e-07   6.085726e-11  -9.681410e-01   1.801322e-01  -2.027831e-05
   2.940130e-06  -3.524761e-07   4.596688e-11  -9.796838e-01   1.174489e-01  -1.531667e-05
   2.962692e-06  -1.629083e-07   3.088759e-11  -9.872019e-01   5.428286e-02  -1.029209e-05
   2.973156e-06   2.732544e-08   1.568211e-11  -9.906887e-01  -9.105139e-03  -5.225454e-06
   2.971554e-06   2.174491e-07   4.129260e-13  -9.901549e-01  -7.245645e-02  -1.375915e-07
   2.957968e-06   4.066966e-07  -1.485799e-11  -9.856279e-01  -1.355158e-01   4.950847e-06
   2.932528e-06   5.943150e-07  -3.006943e-11  -9.771508e-01  -1.980324e-01   1.001947e-05
   2.895409e-06   7.795676e-07  -4.516119e-11  -9.647825e-01  -2.597606e-01   1.504821e-05
   2.846834e-06   9.617363e-07  -6.007432e-11  -9.485967e-01  -3.204612e-01   2.001743e-05
   2.787066e-06   1.140125e-06  -7.475131e-11  -9.286813e-01  -3.799022e-01   2.490797e-05
   2.716409e-06   1.314059e-06  -8.913633e-11  -9.051375e-01  -4.378591e-01   2.970121e-05
   2.635205e-06   1.482893e-06  -1.031753e-10  -8.780794e-01  -4.941163e-01   3.437916e-05
   2.543832e-06   1.646005e-06  -1.168163e-10  -8.476332e-01  -5.484672e-01   3.892448e-05
   2.442704e-06   1.802806e-06  -1.300093e-10  -8.139360e-01  -6.007148e-01   4.332054e-05
   2.332262e-06   1.952734e-06  -1.427067e-10  -7.771357e-01  -6.506725e-01   4.755145e-05
   2.212980e-06   2.095260e-06  -1.548632e-10  -7.373896e-01  -6.981640e-01   5.160214e-05
   2.085357e-06   2.229891e-06  -1.664361e-10  -6.948640e-01  -7.430243e-01   5.545835e-05
   1.949916e-06   2.356162e-06  -1.773851e-10  -6.497335e-01  -7.850994e-01   5.910668e-05
   1.807202e-06   2.473647e-06  -1.876726e-10  -6.021799e-01  -8.242468e-01   6.253461e-05
   1.657783e-06   2.581955e-06  -1.972638e-10  -5.523917e-01  -8.603359e-01   6.573050e-05
   1.502241e-06   2.680727e-06  -2.061266e-10  -5.005635e-01  -8.932480e-01   6.868367e-05
   1.341176e-06   2.769644e-06  -2.142316e-10  -4.468948e-01  -9.228763e-01   7.138434e-05
   1.175201e-06   2.848423e-06  -2.215523e-10  -3.915900e-01  -9.491261e-01   7.382368e-05
   1.004940e-06   2.916815e-06  -2.280652e-10  -3.348571e-01  -9.719150e-01   7.599384e-05
   8.310274e-07   2.974609e-06  -2.337494e-10  -2.769076e-01  -9.911728e-01   7.788790e-05
   6.541054e-07   3.021633e-06  -2.385873e-10  -2.179552e-01  -1.006842e+00   7.949993e-05
   4.748216e-07   3.057747e-06  -2.425638e-10  -1.582158e-01  -1.018875e+00   8.082494e-05
   2.938279e-07   3.082853e-06  -2.456669e-10  -9.790671e-02  -1.027241e+00   8.185895e-05
   1.117785e-07   3.096884e-06  -2.478877e-10  -3.724584e-02  -1.031916e+00   8.259892e-05
  -7.067176e-08   3.099814e-06  -2.492198e-10   2.354861e-02  -1.032893e+00   8.304279e-05
  -2.528693e-07   3.091650e-06  -2.496599e-10   8.425885e-02  -1.030172e+00   8.318946e-05
  -4.341631e-07   3.072436e-06  -2.492078e-10   1.446680e-01  -1.023770e+00   8.303879e-05
  -6.139067e-07   3.042251e-06  -2.478657e-10   2.045605e-01  -1.013712e+00   8.259162e-05
  -7.914595e-07   3.001210e-06  -2.456392e-10   2.637231e-01  -1.000036e+00   8.184970e-05
  -9.661886e-07   2.949460e-06  -2.425362e-10   3.219448e-01  -9.827929e-01   8.081575e-05
  -1.137470e-06   2.887186e-06  -2.385678e-10   3.790176e-01  -9.620425e-01   7.949343e-05
  -1.304690e-06   2.814605e-06  -2.337477e-10   4.347373e-01  -9.378575e-01   7.788732e-05
  -1.467249e-06   2.731966e-06  -2.280924e-10   4.889037e-01  -9.103216e-01   7.600291e-05
  -1.624559e-06   2.639555e-06  -2.216211e-10   5.413210e-01  -8.795290e-01   7.384661e-05
  -1.776047e-06   2.537686e-06  -2.143558e-10   5.917987e-01  -8.455852e-01   7.142572e-05
  -1.921160e-06   2.426707e-06  -2.063209e-10   6.401518e-01  -8.086059e-01   6.874843e-05
  -2.059360e-06   2.306998e-06  -1.975438e-10   6.862016e-01  -7.687173e-01   6.582378e-05
  -2.190131e-06   2.178966e-06  -1.880540e-10   7.297760e-01  -7.260557e-01   6.266169e-05
  -2.312979e-06   2.043052e-06  -1.778839e-10   7.707101e-01  -6.807675e-01   5.927291e-05
  -2.427430e-06   1.899722e-06  -1.670682e-10   8.088468e-01  -6.330084e-01   5.566899e-05
  -2.533040e-06   1.749472e-06  -1.556440e-10   8.440370e-01  -5.829436e-01   5.186230e-05
  -2.629387e-06   1.592826e-06  -1.436506e-10   8.761408e-01  -5.307473e-01   4.786598e-05
  -2.716078e-06   1.430332e-06  -1.311298e-10   9.050275e-01  -4.766024e-01   4.369392e-05
  -2.792753e-06   1.262563e-06  -1.181255e-10   9.305763e-01  -4.206999e-01   3.936072e-05
  -2.859079e-06   1.090116e-06  -1.046834e-10   9.526767e-01  -3.632386e-01   3.488168e-05
  -2.914758e-06   9.136097e-07  -9.085161e-11   9.712296e-01  -3.044249e-01   3.027276e-05
  -2.959527e-06   7.336848e-07  -7.667978e-11   9.861471e-01  -2.444719e-01   2.555055e-05
  -2.993158e-06   5.509996e-07  -6.221943e-11   9.973535e-01  -1.835992e-01   2.073221e-05
  -3.015463e-06   3.662298e-07  -4.752369e-11   1.004786e+00  -1.220318e-01   1.583542e-05
  -3.026290e-06   1.800669e-07  -3.264712e-11   1.008393e+00  -6.000028e-02   1.087838e-05
  -3.025531e-06  -6.784752e-09  -1.764562e-11   1.008140e+00   2.260755e-03   5.879716e-06
  -3.013118e-06  -1.936095e-07  -2.576208e-12   1.004004e+00   6.451284e-02   8.584211e-07
  -2.989027e-06  -3.796832e-07   1.250313e-11   9.959771e-01   1.265147e-01  -4.166181e-06
  -2.953280e-06  -5.642754e-07   2.753364e-11   9.840657e-01   1.880228e-01  -9.174515e-06
  -2.905943e-06  -7.466522e-07   4.245603e-11   9.682923e-01   2.487928e-01  -1.414682e-05
  -2.847128e-06  -9.260793e-07   5.721068e-11   9.486946e-01   3.085799e-01  -1.906323e-05
  -2.776996e-06  -1.101825e-06   7.173785e-11   9.253260e-01   3.671402e-01  -2.390385e-05
  -2.695756e-06  -1.273161e-06   8.597799e-11   8.982558e-01   4.242315e-01  -2.864882e-05
  -2.603664e-06  -1.439372e-06   9.987193e-11   8.675696e-01   4.796147e-01  -3.327844e-05
  -2.501024e-06  -1.599751e-06   1.133612e-10   8.333688e-01   5.330547e-01  -3.777322e-05
  -2.388189e-06  -1.753608e-06   1.263884e-10   7.957711e-01   5.843216e-01  -4.211400e-05
  -2.265560e-06  -1.900272e-06   1.388971e-10   7.549098e-01   6.331917e-01  -4.628205e-05
  -2.133585e-06  -2.039096e-06   1.508327e-10   7.109342e-01   6.794493e-01  -5.025913e-05
  -1.992756e-06  -2.169457e-06   1.621424e-10   6.640085e-01   7.228872e-01  -5.402764e-05
  -1.843613e-06  -2.290765e-06   1.727754e-10   6.143122e-01   7.633083e-01  -5.757067e-05
  -1.686734e-06  -2.402461e-06   1.826834e-10   5.620386e-01   8.005268e-01  -6.087215e-05
  -1.522744e-06  -2.504026e-06   1.918211e-10   5.073951e-01   8.343693e-01  -6.391692e-05
  -1.352300e-06  -2.594979e-06   2.001458e-10   4.506015e-01   8.646757e-01  -6.669080e-05
  -1.176100e-06  -2.674884e-06   2.076184e-10   3.918897e-01   8.913009e-01  -6.918076e-05
  -9.948726e-07  -2.743352e-06   2.142033e-10   3.315026e-01   9.141152e-01  -7.137493e-05
  -8.093749e-07  -2.800044e-06   2.198688e-10   2.696927e-01   9.330057e-01  -7.326272e-05
  -6.203908e-07  -2.844674e-06   2.245870e-10   2.067211e-01   9.478768e-01  -7.483489e-05
  -4.287260e-07  -2.877009e-06   2.283346e-10   1.428563e-01   9.586513e-01  -7.608364e-05
  -2.352034e-07  -2.896875e-06   2.310926e-10   7.837237e-02   9.652709e-01  -7.700262e-05
  -4.065914e-08  -2.904155e-06   2.328465e-10   1.354808e-02   9.676965e-01  -7.758704e-05
   1.540618e-07  -2.898791e-06   2.335867e-10  -5.133512e-02   9.659092e-01  -7.783369e-05
   3.481108e-07  -2.880786e-06   2.333083e-10  -1.159944e-01   9.599100e-01  -7.774093e-05
   5.406399e-07  -2.850205e-06   2.320114e-10  -1.801472e-01   9.497201e-01  -7.730877e-05
   7.308069e-07  -2.807172e-06   2.297008e-10  -2.435130e-01   9.353809e-01  -7.653886e-05
   9.177801e-07  -2.751871e-06   2.263864e-10  -3.058145e-01   9.169538e-01  -7.543445e-05
   1.100743e-06  -2.684544e-06   2.220827e-10  -3.667798e-01   8.945200e-01  -7.400042e-05
   1.278899e-06  -2.605495e-06   2.168092e-10  -4.261433e-01   8.681798e-01  -7.224323e-05
   1.451476e-06  -2.515078e-06   2.105898e-10  -4.836478e-01   8.380520e-01  -7.017087e-05
   1.617730e-06  -2.413706e-06   2.034531e-10  -5.390456e-01   8.042735e-01  -6.779283e-05
   1.776950e-06  -2.301838e-06   1.954317e-10  -5.920996e-01   7.669980e-01  -6.512003e-05
   1.928463e-06  -2.179985e-06   1.865626e-10  -6.425852e-01   7.263952e-01  -6.216472e-05
   2.071633e-06  -2.048700e-06   1.768863e-10  -6.902910e-01   6.826497e-01  -5.894048e-05
   2.205868e-06  -1.908580e-06   1.664471e-10  -7.350197e-01   6.359599e-01  -5.546202e-05
   2.330623e-06  -1.760256e-06   1.552925e-10  -7.765895e-01   5.865367e-01  -5.174518e-05
   2.445400e-06  -1.604395e-06   1.434730e-10  -8.148344e-01   5.346021e-01  -4.780679e-05
   2.549751e-06  -1.441693e-06   1.310417e-10  -8.496053e-01   4.803880e-01  -4.366454e-05
   2.643279e-06  -1.272871e-06   1.180541e-10  -8.807701e-01   4.241347e-01  -3.933695e-05
   2.725642e-06  -1.098671e-06   1.045679e-10  -9.082142e-01   3.660895e-01  -3.484317e-05
   2.796549e-06  -9.198533e-07   9.064203e-11  -9.318413e-01   3.065053e-01  -3.020293e-05
   2.855765e-06  -7.371890e-07   7.633718e-11  -9.515725e-01   2.456395e-01  -2.543640e-05
   2.903107e-06  -5.514589e-07   6.171489e-11  -9.673475e-01   1.837522e-01  -2.056409e-05
   2.938448e-06  -3.634482e-07   4.683741e-11  -9.791234e-01   1.211050e-01  -1.560674e-05
   2.961713e-06  -1.739432e-07   3.176738e-11  -9.868755e-01   5.795980e-02  -1.058524e-05
   2.972879e-06   1.627319e-08   1.656751e-11  -9.905963e-01  -5.422408e-03  -5.520479e-06
   2.971976e-06   2.064243e-07   1.300325e-12  -9.902955e-01  -6.878287e-02  -4.332828e-07
   2.959083e-06   3.957434e-07  -1.397217e-11  -9.859993e-01  -1.318661e-01   4.655683e-06
   2.934327e-06   5.834768e-07  -2.918872e-11  -9.777502e-01  -1.944209e-01   9.726006e-06
   2.897881e-06   7.688866e-07  -4.428906e-11  -9.656060e-01  -2.562015e-01   1.475761e-05
   2.849964e-06   9.512537e-07  -5.921415e-11  -9.496397e-01  -3.169683e-01   1.973081e-05
   2.790838e-06   1.129880e-06  -7.390640e-11  -9.299382e-01  -3.764886e-01   2.462643e-05
   2.720804e-06   1.304091e-06  -8.830987e-11  -9.066021e-01  -4.345377e-01   2.942583e-05
   2.640202e-06   1.473238e-06  -1.023704e-10  -8.797448e-01  -4.908994e-01   3.411096e-05
   2.549410e-06   1.636700e-06  -1.160359e-10  -8.494916e-01  -5.453664e-01   3.866444e-05
   2.448836e-06   1.793882e-06  -1.292562e-10  -8.159793e-01  -5.977414e-01   4.306960e-05
   2.338923e-06   1.944224e-06  -1.419836e-10  -7.793550e-01  -6.478370e-01   4.731053e-05
   2.220141e-06   2.087195e-06  -1.541728e-10  -7.397755e-01  -6.954764e-01   5.137208e-05
   2.092988e-06   2.222296e-06  -1.657807e-10  -6.974067e-01  -7.404938e-01   5.523996e-05
   1.957986e-06   2.349065e-06  -1.767670e-10  -6.524225e-01  -7.827346e-01   5.890072e-05
   1.815679e-06   2.467072e-06  -1.870939e-10  -6.050046e-01  -8.220557e-01   6.234177e-05
   1.666634e-06   2.575922e-06  -1.967265e-10  -5.553409e-01  -8.583259e-01   6.555144e-05
   1.511431e-06   2.675257e-06  -2.056323e-10  -5.036257e-01  -8.914255e-01   6.851898e-05
   1.350670e-06   2.764755e-06  -2.137821e-10  -4.500584e-01  -9.212471e-01   7.123456e-05
   1.184963e-06   2.844130e-06  -2.211490e-10  -3.948429e-01  -9.476955e-01   7.368931e-05
   1.014934e-06   2.913131e-06  -2.277094e-10  -3.381873e-01  -9.706875e-01   7.587530e-05
   8.412161e-07   2.971546e-06  -2.334423e-10  -2.803025e-01  -9.901521e-01   7.778557e-05
   6.644511e-07   3.019199e-06  -2.383297e-10  -2.214025e-01  -1.006031e+00   7.941411e-05
   4.852867e-07   3.055950e-06  -2.423566e-10  -1.617029e-01  -1.018277e+00   8.075592e-05
   3.043744e-07   3.081697e-06  -2.455108e-10  -1.014209e-01  -1.026856e+00   8.180692e-05
   1.223684e-07   3.096373e-06  -2.477830e-10  -4.077452e-02  -1.031746e+00   8.256403e-05
  -6.007644e-08   3.099948e-06  -2.491668e-10   2.001814e-02  -1.032937e+00   8.302513e-05
  -2.423065e-07   3.092427e-06  -2.496588e-10   8.073920e-02  -1.030431e+00   8.318908e-05
  -4.236705e-07   3.073853e-06  -2.492584e-10   1.411717e-01  -1.024242e+00   8.305567e-05
  -6.035217e-07   3.044303e-06  -2.479679e-10   2.011001e-01  -1.014395e+00   8.262567e-05
  -7.812192e-07   3.003888e-06  -2.457925e-10   2.603109e-01  -1.000929e+00   8.190080e-05
  -9.561294e-07   2.952755e-06  -2.427402e-10   3.185929e-01  -9.838909e-01   8.088373e-05
  -1.127628e-06   2.891087e-06  -2.388217e-10   3.757381e-01  -9.633422e-01   7.957804e-05
  -1.295101e-06   2.819098e-06  -2.340506e-10   4.315420e-01  -9.393546e-01   7.798827e-05
  -1.457946e-06   2.737036e-06  -2.284433e-10   4.858039e-01  -9.120108e-01   7.611985e-05
  -1.615577e-06   2.645184e-06  -2.220189e-10   5.383280e-01  -8.814046e-01   7.397915e-05
  -1.767419e-06   2.543855e-06  -2.147990e-10   5.889235e-01  -8.476407e-01   7.157341e-05
  -1.912916e-06   2.433395e-06  -2.068081e-10   6.374050e-01  -8.108343e-01   6.891077e-05
  -2.051532e-06   2.314182e-06  -1.980733e-10   6.835933e-01  -7.711110e-01   6.600022e-05
  -2.182749e-06   2.186622e-06  -1.886241e-10   7.273161e-01  -7.286066e-01   6.285164e-05
  -2.306069e-06   2.051152e-06  -1.784926e-10   7.684079e-01  -6.834667e-01   5.947571e-05
  -2.421021e-06   1.908240e-06  -1.677134e-10   8.067111e-01  -6.358467e-01   5.588396e-05
  -2.527156e-06   1.758378e-06  -1.563234e-10   8.420764e-01  -5.859112e-01   5.208869e-05
  -2.624052e-06   1.602089e-06  -1.443620e-10   8.743631e-01  -5.338338e-01   4.810301e-05
  -2.711314e-06   1.439919e-06  -1.318706e-10   9.034401e-01  -4.797969e-01   4.394076e-05
  -2.788580e-06   1.272440e-06  -1.188931e-10   9.291858e-01  -4.239910e-01   3.961651e-05
  -2.855515e-06   1.100248e-06  -1.054752e-10   9.514894e-01  -3.666147e-01   3.514551e-05
  -2.911820e-06   9.239601e-07  -9.166468e-11   9.702508e-01  -3.078738e-01   3.054369e-05
  -2.957229e-06   7.442160e-07  -7.751121e-11   9.853816e-01  -2.479810e-01   2.582759e-05
  -2.991513e-06   5.616727e-07  -6.306618e-11   9.968053e-01  -1.871556e-01   2.101435e-05
  -3.014480e-06   3.770052e-07  -4.838263e-11   1.004458e+00  -1.256223e-01   1.612163e-05
