Method       t0       tn       N         h  beta      Time used [s]
Verlet        0  1.0e+01  100000 1.000e-04  2.000000       0.028893

x  -  y  -  z  .........
   1.465296e-06   2.702272e-06  -2.080780e-10  -4.882528e-01  -9.004271e-01   6.933389e-05
   1.303035e-06   2.788858e-06  -2.160030e-10  -4.341857e-01  -9.292786e-01   7.197460e-05
   1.136008e-06   2.865245e-06  -2.231381e-10  -3.785304e-01  -9.547313e-01   7.435208e-05
   9.648418e-07   2.931192e-06  -2.294602e-10  -3.214960e-01  -9.767058e-01   7.645868e-05
   7.901726e-07   2.986499e-06  -2.349493e-10  -2.632943e-01  -9.951345e-01   7.828772e-05
   6.126440e-07   3.030999e-06  -2.395883e-10  -2.041398e-01  -1.009963e+00   7.983348e-05
   4.329047e-07   3.064564e-06  -2.433629e-10  -1.442487e-01  -1.021147e+00   8.109122e-05
   2.516074e-07   3.087101e-06  -2.462618e-10  -8.383838e-02  -1.028656e+00   8.205716e-05
   6.940654e-08   3.098555e-06  -2.482765e-10  -2.312703e-02  -1.032473e+00   8.272849e-05
  -1.130432e-07   3.098906e-06  -2.494016e-10   3.766726e-02  -1.032590e+00   8.310338e-05
  -2.950887e-07   3.088170e-06  -2.496344e-10   9.832684e-02  -1.029013e+00   8.318096e-05
  -4.760799e-07   3.066399e-06  -2.489752e-10   1.586351e-01  -1.021758e+00   8.296130e-05
  -6.553715e-07   3.033681e-06  -2.474271e-10   2.183770e-01  -1.010856e+00   8.244546e-05
  -8.323245e-07   2.990137e-06  -2.449961e-10   2.773397e-01  -9.963468e-01   8.163543e-05
  -1.006308e-06   2.935925e-06  -2.416910e-10   3.353130e-01  -9.782827e-01   8.053414e-05
  -1.176700e-06   2.871236e-06  -2.375234e-10   3.920896e-01  -9.567276e-01   7.914545e-05
  -1.342891e-06   2.796295e-06  -2.325078e-10   4.474661e-01  -9.317564e-01   7.747416e-05
  -1.504282e-06   2.711360e-06  -2.266611e-10   5.012434e-01  -9.034551e-01   7.552599e-05
  -1.660290e-06   2.616722e-06  -2.200033e-10   5.532269e-01  -8.719207e-01   7.330754e-05
  -1.810346e-06   2.512704e-06  -2.125569e-10   6.032273e-01  -8.372610e-01   7.082633e-05
  -1.953900e-06   2.399663e-06  -2.043471e-10   6.510611e-01  -7.995942e-01   6.809073e-05
  -2.090420e-06   2.277982e-06  -1.954017e-10   6.965510e-01  -7.590489e-01   6.511001e-05
  -2.219393e-06   2.148079e-06  -1.857509e-10   7.395265e-01  -7.157638e-01   6.189427e-05
  -2.340332e-06   2.010399e-06  -1.754277e-10   7.798245e-01  -6.698873e-01   5.845445e-05
  -2.452768e-06   1.865417e-06  -1.644672e-10   8.172896e-01  -6.215776e-01   5.480230e-05
  -2.556262e-06   1.713634e-06  -1.529072e-10   8.517750e-01  -5.710018e-01   5.095036e-05
  -2.650400e-06   1.555579e-06  -1.407875e-10   8.831428e-01  -5.183363e-01   4.691195e-05
  -2.734796e-06   1.391808e-06  -1.281504e-10   9.112644e-01  -4.637657e-01   4.270113e-05
  -2.809095e-06   1.222898e-06  -1.150402e-10   9.360216e-01  -4.074831e-01   3.833266e-05
  -2.872973e-06   1.049452e-06  -1.015032e-10   9.573064e-01  -3.496890e-01   3.382200e-05
  -2.926140e-06   8.720940e-07  -8.758793e-11   9.750222e-01  -2.905914e-01   2.918527e-05
  -2.968340e-06   6.914684e-07  -7.334443e-11   9.890839e-01  -2.304050e-01   2.443918e-05
  -2.999356e-06   5.082381e-07  -5.882461e-11   9.994186e-01  -1.693506e-01   1.960101e-05
  -3.019006e-06   3.230826e-07  -4.408194e-11   1.005966e+00  -1.076547e-01   1.468859e-05
  -3.027150e-06   1.366964e-07  -2.917133e-11   1.008680e+00  -4.554876e-02   9.720210e-06
  -3.023688e-06  -5.021314e-08  -1.414893e-11   1.007526e+00   1.673157e-02   4.714580e-06
  -3.008563e-06  -2.369283e-07   9.279903e-13   1.002487e+00   7.894712e-02  -3.092167e-07
  -2.981761e-06  -4.227231e-07   1.600125e-11   9.935560e-01   1.408560e-01  -5.331793e-06
  -2.943314e-06  -6.068661e-07   3.101194e-11   9.807449e-01   2.022145e-01  -1.033352e-05
  -2.893299e-06  -7.886232e-07   4.590069e-11   9.640792e-01   2.627780e-01  -1.529462e-05
  -2.831839e-06  -9.672601e-07   6.060782e-11   9.436001e-01   3.223018e-01  -2.019520e-05
  -2.759106e-06  -1.142046e-06   7.507361e-11   9.193648e-01   3.805423e-01  -2.501536e-05
  -2.675320e-06  -1.312255e-06   8.923858e-11   8.914465e-01   4.372580e-01  -2.973528e-05
  -2.580749e-06  -1.477174e-06   1.030437e-10   8.599342e-01   4.922106e-01  -3.433531e-05
  -2.475707e-06  -1.636098e-06   1.164307e-10   8.249332e-01   5.451661e-01  -3.879601e-05
  -2.360560e-06  -1.788343e-06   1.293424e-10   7.865649e-01   5.958959e-01  -4.309832e-05
  -2.235719e-06  -1.933243e-06   1.417228e-10   7.449663e-01   6.441781e-01  -4.722361e-05
  -2.101641e-06  -2.070155e-06   1.535176e-10   7.002902e-01   6.897988e-01  -5.115378e-05
  -1.958831e-06  -2.198465e-06   1.646746e-10   6.527044e-01   7.325530e-01  -5.487139e-05
  -1.807838e-06  -2.317589e-06   1.751434e-10   6.023916e-01   7.722463e-01  -5.835971e-05
  -1.649250e-06  -2.426977e-06   1.848764e-10   5.495485e-01   8.086956e-01  -6.160288e-05
  -1.483700e-06  -2.526117e-06   1.938289e-10   4.943854e-01   8.417303e-01  -6.458594e-05
  -1.311857e-06  -2.614541e-06   2.019590e-10   4.371252e-01   8.711940e-01  -6.729499e-05
  -1.134423e-06  -2.691822e-06   2.092285e-10   3.780022e-01   8.969449e-01  -6.971725e-05
  -9.521343e-07  -2.757583e-06   2.156025e-10   3.172617e-01   9.188572e-01  -7.184114e-05
  -7.657559e-07  -2.811496e-06   2.210502e-10   2.551584e-01   9.368218e-01  -7.365639e-05
  -5.760766e-07  -2.853289e-06   2.255449e-10   1.919551e-01   9.507475e-01  -7.515407e-05
  -3.839063e-07  -2.882741e-06   2.290642e-10   1.279218e-01   9.605613e-01  -7.632672e-05
  -1.900714e-07  -2.899691e-06   2.315900e-10   6.333390e-02   9.662094e-01  -7.716836e-05
   4.589432e-09  -2.904037e-06   2.331091e-10  -1.529250e-03   9.676573e-01  -7.767455e-05
   1.992300e-07  -2.895734e-06   2.336130e-10  -6.638566e-02   9.648908e-01  -7.784243e-05
   3.930014e-07  -2.874800e-06   2.330978e-10  -1.309524e-01   9.579154e-01  -7.767077e-05
   5.850566e-07  -2.841313e-06   2.315648e-10  -1.949474e-01   9.467572e-01  -7.715995e-05
   7.745553e-07  -2.795412e-06   2.290199e-10  -2.580904e-01   9.314621e-01  -7.631198e-05
   9.606691e-07  -2.737293e-06   2.254742e-10  -3.201056e-01   9.120964e-01  -7.513051e-05
   1.142586e-06  -2.667215e-06   2.209434e-10  -3.807222e-01   8.887455e-01  -7.362078e-05
   1.319513e-06  -2.585491e-06   2.154478e-10  -4.396765e-01   8.615141e-01  -7.178961e-05
   1.490687e-06  -2.492490e-06   2.090127e-10  -4.967133e-01   8.305255e-01  -6.964534e-05
   1.655369e-06  -2.388637e-06   2.016673e-10  -5.515873e-01   7.959203e-01  -6.719780e-05
   1.812858e-06  -2.274402e-06   1.934456e-10  -6.040643e-01   7.578562e-01  -6.445823e-05
   1.962487e-06  -2.150307e-06   1.843852e-10  -6.539225e-01   7.165063e-01  -6.143920e-05
   2.103633e-06  -2.016916e-06   1.745276e-10  -7.009537e-01   6.720587e-01  -5.815454e-05
   2.235713e-06  -1.874832e-06   1.639179e-10  -7.449643e-01   6.247147e-01  -5.461926e-05
   2.358192e-06  -1.724696e-06   1.526042e-10  -7.857759e-01   5.746880e-01  -5.084942e-05
   2.470585e-06  -1.567183e-06   1.406377e-10  -8.232265e-01   5.222028e-01  -4.686206e-05
   2.572456e-06  -1.402994e-06   1.280722e-10  -8.571708e-01   4.674933e-01  -4.267508e-05
   2.663419e-06  -1.232856e-06   1.149636e-10  -8.874808e-01   4.108014e-01  -3.830716e-05
   2.743145e-06  -1.057516e-06   1.013699e-10  -9.140463e-01   3.523760e-01  -3.377758e-05
   2.811355e-06  -8.777350e-07   8.735058e-11  -9.367747e-01   2.924711e-01  -2.910618e-05
   2.867826e-06  -6.942886e-07   7.296647e-11  -9.555916e-01   2.313447e-01  -2.431324e-05
   2.912390e-06  -5.079586e-07   5.827932e-11  -9.704407e-01   1.692575e-01  -1.941932e-05
   2.944930e-06  -3.195308e-07   4.335152e-11  -9.812835e-01   1.064712e-01  -1.444521e-05
   2.965385e-06  -1.297909e-07   2.824573e-11  -9.880992e-01   4.324776e-02  -9.411792e-06
   2.973743e-06   6.047932e-08   1.302467e-11  -9.908843e-01  -2.015238e-02  -4.339965e-06
   2.970046e-06   2.505051e-07  -2.249258e-12  -9.896524e-01  -8.347109e-02   7.494777e-07
   2.954384e-06   4.395225e-07  -1.751419e-11  -9.844336e-01  -1.464538e-01   5.835923e-06
   2.926895e-06   6.267813e-07  -3.270908e-11  -9.752739e-01  -2.088505e-01   1.089903e-05
   2.887763e-06   8.115477e-07  -4.777392e-11  -9.622348e-01  -2.704167e-01   1.591880e-05
   2.837218e-06   9.931072e-07  -6.265000e-11  -9.453925e-01  -3.309144e-01   2.087568e-05
   2.775529e-06   1.170767e-06  -7.728010e-11  -9.248372e-01  -3.901127e-01   2.575059e-05
   2.703009e-06   1.343859e-06  -9.160866e-11  -9.006726e-01  -4.477887e-01   3.052502e-05
   2.620005e-06   1.511740e-06  -1.055820e-10  -8.730148e-01  -5.037284e-01   3.518109e-05
   2.526903e-06   1.673794e-06  -1.191484e-10  -8.419920e-01  -5.577267e-01   3.970158e-05
   2.424119e-06   1.829436e-06  -1.322584e-10  -8.077433e-01  -6.095885e-01   4.406998e-05
   2.312102e-06   1.978112e-06  -1.448648e-10  -7.704181e-01  -6.591289e-01   4.827056e-05
   2.191330e-06   2.119298e-06  -1.569227e-10  -7.301756e-01  -7.061736e-01   5.228837e-05
   2.062306e-06   2.252504e-06  -1.683897e-10  -6.871834e-01  -7.505594e-01   5.610930e-05
   1.925558e-06   2.377275e-06  -1.792260e-10  -6.416174e-01  -7.921343e-01   5.972011e-05
   1.781636e-06   2.493188e-06  -1.893947e-10  -5.936608e-01  -8.307579e-01   6.310842e-05
   1.631107e-06   2.599859e-06  -1.988612e-10  -5.435030e-01  -8.663018e-01   6.626277e-05
   1.474560e-06   2.696936e-06  -2.075940e-10  -4.913396e-01  -8.986490e-01   6.917262e-05
   1.312595e-06   2.784106e-06  -2.155641e-10  -4.373711e-01  -9.276952e-01   7.182837e-05
   1.145827e-06   2.861092e-06  -2.227457e-10  -3.818024e-01  -9.533476e-01   7.422135e-05
   9.748843e-07   2.927652e-06  -2.291156e-10  -3.248423e-01  -9.755260e-01   7.634388e-05
   8.004011e-07   2.983581e-06  -2.346536e-10  -2.667025e-01  -9.941623e-01   7.818920e-05
   6.230208e-07   3.028713e-06  -2.393424e-10  -2.075975e-01  -1.009201e+00   7.975155e-05
   4.433921e-07   3.062916e-06  -2.431675e-10  -1.477432e-01  -1.020597e+00   8.102613e-05
   2.621674e-07   3.086095e-06  -2.461175e-10  -8.735709e-02  -1.028321e+00   8.200910e-05
   8.000111e-08   3.098194e-06  -2.481838e-10  -2.665726e-02  -1.032353e+00   8.269760e-05
  -1.024521e-07   3.099189e-06  -2.493607e-10   3.413817e-02  -1.032684e+00   8.308974e-05
  -2.845389e-07   3.089096e-06  -2.496453e-10   9.481151e-02  -1.029321e+00   8.318459e-05
  -4.656090e-07   3.067964e-06  -2.490378e-10   1.551461e-01  -1.022280e+00   8.298218e-05
  -6.450168e-07   3.035878e-06  -2.475412e-10   2.149268e-01  -1.011588e+00   8.248349e-05
  -8.221230e-07   2.992959e-06  -2.451613e-10   2.739405e-01  -9.972872e-01   8.169047e-05
  -9.962959e-07   2.939362e-06  -2.419067e-10   3.319769e-01  -9.794280e-01   8.060600e-05
  -1.166914e-06   2.875275e-06  -2.377888e-10   3.888286e-01  -9.580736e-01   7.923388e-05
  -1.333365e-06   2.800923e-06  -2.328220e-10   4.442919e-01  -9.332986e-01   7.757886e-05
  -1.495051e-06   2.716561e-06  -2.270230e-10   4.981675e-01  -9.051881e-01   7.564659e-05
  -1.651387e-06   2.622478e-06  -2.204118e-10   5.502604e-01  -8.738387e-01   7.344364e-05
  -1.801804e-06   2.518996e-06  -2.130105e-10   6.003810e-01  -8.393573e-01   7.097747e-05
  -1.945750e-06   2.406468e-06  -2.048443e-10   6.483456e-01  -8.018618e-01   6.825640e-05
  -2.082693e-06   2.285278e-06  -1.959408e-10   6.939763e-01  -7.614800e-01   6.528965e-05
  -2.212118e-06   2.155840e-06  -1.863301e-10   7.371024e-01  -7.183500e-01   6.208727e-05
  -2.333536e-06   2.018600e-06  -1.760450e-10   7.775601e-01  -6.726198e-01   5.866015e-05
  -2.446479e-06   1.874028e-06  -1.651205e-10   8.151939e-01  -6.244468e-01   5.501999e-05
  -2.550504e-06   1.722625e-06  -1.535942e-10   8.498562e-01  -5.739979e-01   5.117930e-05
  -2.645196e-06   1.564920e-06  -1.415059e-10   8.814086e-01  -5.214488e-01   4.715134e-05
  -2.730168e-06   1.401465e-06  -1.288977e-10   9.097222e-01  -4.669837e-01   4.295013e-05
  -2.805062e-06   1.232837e-06  -1.158137e-10   9.346778e-01  -4.107950e-01   3.859040e-05
  -2.869553e-06   1.059638e-06  -1.023002e-10   9.561670e-01  -3.530831e-01   3.408757e-05
  -2.923350e-06   8.824898e-07  -8.840554e-11   9.740925e-01  -2.940554e-01   2.945771e-05
  -2.966193e-06   7.020361e-07  -7.417969e-11   9.883685e-01  -2.339262e-01   2.471750e-05
  -2.997864e-06   5.189385e-07  -5.967447e-11   9.989215e-01  -1.729161e-01   1.988420e-05
  -3.018178e-06   3.338760e-07  -4.494326e-11   1.005691e+00  -1.112512e-01   1.497559e-05
  -3.026994e-06   1.475420e-07  -3.004087e-11   1.008628e+00  -4.916264e-02   1.000995e-05
  -3.024208e-06  -3.935667e-08  -1.502340e-11   1.007700e+00   1.311408e-02   5.005965e-06
  -3.009761e-06  -2.261029e-07   5.193034e-14   1.002886e+00   7.533999e-02  -1.730376e-08
  -2.983637e-06  -4.119711e-07   1.512700e-11   9.941809e-01   1.372733e-01  -5.040485e-06
  -2.945864e-06  -5.962301e-07   3.014296e-11   9.815946e-01   1.986705e-01  -1.004397e-05
  -2.896518e-06  -7.781459e-07   4.504042e-11   9.651518e-01   2.592868e-01  -1.500797e-05
  -2.835718e-06  -9.569840e-07   5.975972e-11   9.448928e-01   3.188777e-01  -1.991260e-05
  -2.763635e-06  -1.132013e-06   7.424116e-11   9.208738e-01   3.771994e-01  -2.473798e-05
  -2.680484e-06  -1.302508e-06   8.842522e-11   8.931670e-01   4.340102e-01  -2.946427e-05
  -2.586531e-06  -1.467753e-06   1.022528e-10   8.618607e-01   4.890717e-01  -3.407178e-05
  -2.482088e-06  -1.627045e-06   1.156657e-10   8.270592e-01   5.421494e-01  -3.854110e-05
  -2.367517e-06  -1.779696e-06   1.286065e-10   7.888829e-01   5.930146e-01  -4.285313e-05
  -2.243226e-06  -1.925040e-06   1.410193e-10   7.474678e-01   6.414448e-01  -4.698920e-05
  -2.109672e-06  -2.062434e-06   1.528496e-10   7.029660e-01   6.872258e-01  -5.093119e-05
  -1.967354e-06  -2.191259e-06   1.640450e-10   6.555443e-01   7.301520e-01  -5.466160e-05
  -1.816820e-06  -2.310932e-06   1.745551e-10   6.053846e-01   7.700282e-01  -5.816369e-05
  -1.658657e-06  -2.420899e-06   1.843321e-10   5.526829e-01   8.066706e-01  -6.142151e-05
  -1.493493e-06  -2.520648e-06   1.933311e-10   4.976486e-01   8.399080e-01  -6.442006e-05
  -1.321996e-06  -2.609706e-06   2.015101e-10   4.405038e-01   8.695831e-01  -6.714539e-05
  -1.144867e-06  -2.687645e-06   2.088305e-10   3.814824e-01   8.955533e-01  -6.958463e-05
  -9.628400e-07  -2.754085e-06   2.152574e-10   3.208290e-01   9.176916e-01  -7.172615e-05
  -7.766778e-07  -2.808694e-06   2.207597e-10   2.587977e-01   9.358882e-01  -7.355957e-05
  -5.871682e-07  -2.851197e-06   2.253104e-10   1.956510e-01   9.500506e-01  -7.507592e-05
  -3.951201e-07  -2.881371e-06   2.288868e-10   1.316584e-01   9.601049e-01  -7.626762e-05
  -2.013590e-07  -2.899051e-06   2.314707e-10   6.709505e-02   9.659960e-01  -7.712862e-05
  -6.723024e-09  -2.904130e-06   2.330486e-10   2.240186e-03   9.676884e-01  -7.765438e-05
   1.879420e-07  -2.896562e-06   2.336116e-10  -6.262435e-02   9.651667e-01  -7.784196e-05
   3.817870e-07  -2.876360e-06   2.331556e-10  -1.272157e-01   9.584352e-01  -7.769003e-05
   5.739650e-07  -2.843599e-06   2.316815e-10  -1.912515e-01   9.475189e-01  -7.719886e-05
   7.636350e-07  -2.798414e-06   2.291952e-10  -2.544516e-01   9.324625e-01  -7.637039e-05
   9.499677e-07  -2.740998e-06   2.257072e-10  -3.165398e-01   9.133310e-01  -7.520816e-05
   1.132150e-06  -2.671606e-06   2.212331e-10  -3.772449e-01   8.902088e-01  -7.371732e-05
   1.309388e-06  -2.590549e-06   2.157929e-10  -4.363028e-01   8.631996e-01  -7.190460e-05
   1.480916e-06  -2.498193e-06   2.094116e-10  -4.934578e-01   8.324255e-01  -6.977826e-05
   1.645995e-06  -2.394957e-06   2.021182e-10  -5.484639e-01   7.980262e-01  -6.734804e-05
   1.803920e-06  -2.281312e-06   1.939464e-10  -6.010863e-01   7.601583e-01  -6.462510e-05
   1.954024e-06  -2.157774e-06   1.849336e-10  -6.511024e-01   7.189943e-01  -6.162193e-05
   2.095678e-06  -2.024906e-06   1.751211e-10  -6.983032e-01   6.747212e-01  -5.835230e-05
   2.228300e-06  -1.883310e-06   1.645538e-10  -7.424942e-01   6.275397e-01  -5.483114e-05
   2.351351e-06  -1.733624e-06   1.532796e-10  -7.834962e-01   5.776627e-01  -5.107447e-05
   2.464342e-06  -1.576520e-06   1.413496e-10  -8.211462e-01   5.253140e-01  -4.709926e-05
   2.566835e-06  -1.412699e-06   1.288174e-10  -8.552978e-01   4.707271e-01  -4.292337e-05
   2.658441e-06  -1.242887e-06   1.157387e-10  -8.858220e-01   4.141436e-01  -3.856543e-05
   2.738827e-06  -1.067827e-06   1.021716e-10  -9.126076e-01   3.558120e-01  -3.404470e-05
   2.807713e-06  -8.882835e-07   8.817532e-11  -9.355611e-01   2.959859e-01  -2.938099e-05
   2.864871e-06  -7.050287e-07   7.381071e-11  -9.546069e-01   2.349234e-01  -2.459455e-05
   2.910130e-06  -5.188447e-07   5.913946e-11  -9.696877e-01   1.728848e-01  -1.970593e-05
   2.943371e-06  -3.305172e-07   4.422392e-11  -9.807639e-01   1.101320e-01  -1.473590e-05
   2.964528e-06  -1.408320e-07   2.912676e-11  -9.878137e-01   4.692679e-02  -9.705359e-06
   2.973588e-06   4.942865e-08   1.391068e-11  -9.908326e-01  -1.647018e-02  -4.635193e-06
   2.970589e-06   2.394897e-07  -1.361878e-12  -9.898334e-01  -7.980061e-02   4.537928e-07
   2.955619e-06   4.285863e-07  -1.662901e-11  -9.848450e-01  -1.428097e-01   5.540971e-06
   2.928812e-06   6.159674e-07  -3.182962e-11  -9.759126e-01  -2.052472e-01   1.060598e-05
   2.890351e-06   8.008983e-07  -4.690363e-11  -9.630969e-01  -2.668682e-01   1.562881e-05
   2.840461e-06   9.826632e-07  -6.179225e-11  -9.464731e-01  -3.274343e-01   2.058987e-05
   2.779412e-06   1.160568e-06  -7.643817e-11  -9.261308e-01  -3.867142e-01   2.547005e-05
   2.707511e-06   1.333943e-06  -9.078573e-11  -9.021727e-01  -4.444847e-01   3.025081e-05
   2.625106e-06   1.502143e-06  -1.047811e-10  -8.747144e-01  -5.005309e-01   3.491424e-05
   2.532579e-06   1.664553e-06  -1.183726e-10  -8.438833e-01  -5.546474e-01   3.944306e-05
   2.430345e-06   1.820583e-06  -1.315104e-10  -8.098179e-01  -6.066384e-01   4.382073e-05
   2.318852e-06   1.969678e-06  -1.441473e-10  -7.726672e-01  -6.563185e-01   4.803147e-05
   2.198575e-06   2.111312e-06  -1.562382e-10  -7.325896e-01  -7.035127e-01   5.206029e-05
   2.070016e-06   2.244995e-06  -1.677406e-10  -6.897523e-01  -7.480571e-01   5.589303e-05
   1.933702e-06   2.370267e-06  -1.786146e-10  -6.443309e-01  -7.897992e-01   5.951638e-05
   1.790180e-06   2.486706e-06  -1.888230e-10  -5.965080e-01  -8.285979e-01   6.291793e-05
   1.640020e-06   2.593923e-06  -1.983312e-10  -5.464727e-01  -8.643239e-01   6.608617e-05
   1.483805e-06   2.691566e-06  -2.071074e-10  -4.944204e-01  -8.968598e-01   6.901049e-05
   1.322138e-06   2.779320e-06  -2.151226e-10  -4.405511e-01  -9.261003e-01   7.168124e-05
   1.155633e-06   2.856904e-06  -2.223507e-10  -3.850697e-01  -9.519521e-01   7.408971e-05
   9.849150e-07   2.924075e-06  -2.287683e-10  -3.281846e-01  -9.743343e-01   7.622813e-05
   8.106198e-07   2.980627e-06  -2.343551e-10  -2.701075e-01  -9.931779e-01   7.808972e-05
   6.333901e-07   3.026389e-06  -2.390936e-10  -2.110526e-01  -1.008427e+00   7.966864e-05
   4.538742e-07   3.061230e-06  -2.429692e-10  -1.512359e-01  -1.020036e+00   8.096005e-05
   2.727243e-07   3.085052e-06  -2.459703e-10  -9.087475e-02  -1.027973e+00   8.196004e-05
   9.059472e-08   3.097795e-06  -2.480881e-10  -3.018716e-02  -1.032220e+00   8.266570e-05
  -9.185971e-08   3.099435e-06  -2.493167e-10   3.060868e-02  -1.032766e+00   8.307509e-05
  -2.739856e-07   3.089985e-06  -2.496532e-10   9.129504e-02  -1.029617e+00   8.318721e-05
  -4.551325e-07   3.069492e-06  -2.490975e-10   1.516552e-01  -1.022789e+00   8.300205e-05
  -6.346544e-07   3.038039e-06  -2.476524e-10   2.114739e-01  -1.012308e+00   8.252053e-05
  -8.119115e-07   2.995745e-06  -2.453236e-10   2.705379e-01  -9.982156e-01   8.174453e-05
  -9.862720e-07   2.942763e-06  -2.421194e-10   3.286368e-01  -9.805614e-01   8.067689e-05
  -1.157113e-06   2.879280e-06  -2.380514e-10   3.855629e-01  -9.594081e-01   7.932135e-05
  -1.323823e-06   2.805517e-06  -2.331333e-10   4.411124e-01  -9.348295e-01   7.768262e-05
  -1.485801e-06   2.721729e-06  -2.273822e-10   4.950855e-01  -9.069102e-01   7.576628e-05
  -1.642464e-06   2.628202e-06  -2.208175e-10   5.472872e-01  -8.757461e-01   7.357886e-05
  -1.793240e-06   2.525257e-06  -2.134615e-10   5.975275e-01  -8.414435e-01   7.112775e-05
  -1.937577e-06   2.413244e-06  -2.053390e-10   6.456221e-01  -8.041196e-01   6.842124e-05
  -2.074940e-06   2.292546e-06  -1.964775e-10   6.913932e-01  -7.639017e-01   6.546849e-05
  -2.204816e-06   2.163575e-06  -1.869070e-10   7.346692e-01  -7.209274e-01   6.227950e-05
  -2.326712e-06   2.026775e-06  -1.766601e-10   7.752863e-01  -6.753440e-01   5.886512e-05
  -2.440159e-06   1.882616e-06  -1.657718e-10   8.130882e-01  -6.273084e-01   5.523700e-05
  -2.544714e-06   1.731596e-06  -1.542794e-10   8.479269e-01  -5.769870e-01   5.140760e-05
  -2.639959e-06   1.574242e-06  -1.422226e-10   8.796636e-01  -5.245548e-01   4.739014e-05
  -2.725505e-06   1.411105e-06  -1.296433e-10   9.081686e-01  -4.701958e-01   4.319860e-05
  -2.800994e-06   1.242761e-06  -1.165857e-10   9.333223e-01  -4.141018e-01   3.884766e-05
  -2.866098e-06   1.069811e-06  -1.030959e-10   9.550156e-01  -3.564727e-01   3.435270e-05
  -2.920522e-06   8.928744e-07  -8.922202e-11   9.731505e-01  -2.975157e-01   2.972977e-05
  -2.964009e-06   7.125947e-07  -7.501401e-11   9.876406e-01  -2.374445e-01   2.499550e-05
  -2.996333e-06   5.296324e-07  -6.052357e-11   9.984116e-01  -1.764794e-01   2.016712e-05
  -3.017312e-06   3.446651e-07  -4.580399e-11   1.005402e+00  -1.148462e-01   1.526240e-05
  -3.026798e-06   1.583857e-07  -3.091002e-11   1.008563e+00  -5.277589e-02   1.029956e-05
  -3.024688e-06  -2.849969e-08  -1.589769e-11   1.007860e+00   9.496412e-03   5.297286e-06
  -3.010919e-06  -2.152745e-07  -8.241303e-13   1.003272e+00   7.173186e-02   2.746094e-07
  -2.985473e-06  -4.012137e-07   1.425256e-11   9.947927e-01   1.336889e-01  -4.749112e-06
  -2.948375e-06  -5.855863e-07   2.927357e-11   9.824314e-01   1.951238e-01  -9.754278e-06
  -2.899698e-06  -7.676582e-07   4.417954e-11   9.662115e-01   2.557922e-01  -1.472111e-05
  -2.839560e-06  -9.466951e-07   5.891083e-11   9.461728e-01   3.154493e-01  -1.962974e-05
  -2.768126e-06  -1.121965e-06   7.340771e-11   9.223703e-01   3.738513e-01  -2.446026e-05
  -2.685611e-06  -1.292744e-06   8.761066e-11   8.948755e-01   4.307565e-01  -2.919285e-05
  -2.592277e-06  -1.458313e-06   1.014606e-10   8.637755e-01   4.859260e-01  -3.380780e-05
  -2.488434e-06  -1.617969e-06   1.148991e-10   8.291738e-01   5.391252e-01  -3.828567e-05
  -2.374440e-06  -1.771025e-06   1.278689e-10   7.911899e-01   5.901250e-01  -4.260734e-05
  -2.250702e-06  -1.916811e-06   1.403138e-10   7.499590e-01   6.387027e-01  -4.675413e-05
  -2.117672e-06  -2.054683e-06   1.521794e-10   7.056319e-01   6.846432e-01  -5.070788e-05
  -1.975850e-06  -2.184023e-06   1.634131e-10   6.583750e-01   7.277406e-01  -5.445105e-05
  -1.825777e-06  -2.304242e-06   1.739643e-10   6.083691e-01   7.677991e-01  -5.796683e-05
  -1.668040e-06  -2.414788e-06   1.837852e-10   5.558094e-01   8.046341e-01  -6.123926e-05
  -1.503265e-06  -2.515144e-06   1.928305e-10   5.009046e-01   8.380738e-01  -6.425327e-05
  -1.332117e-06  -2.604835e-06   2.010582e-10   4.438761e-01   8.679598e-01  -6.699482e-05
  -1.155295e-06  -2.683430e-06   2.084295e-10   3.849571e-01   8.941487e-01  -6.945101e-05
  -9.735317e-07  -2.750547e-06   2.149091e-10   3.243916e-01   9.165127e-01  -7.161011e-05
  -7.875883e-07  -2.805852e-06   2.204659e-10   2.624332e-01   9.349409e-01  -7.346169e-05
  -5.982512e-07  -2.849064e-06   2.250725e-10   1.993439e-01   9.493398e-01  -7.499667e-05
  -4.063280e-07  -2.879959e-06   2.287061e-10   1.353930e-01   9.596344e-01  -7.620741e-05
  -2.126436e-07  -2.898368e-06   2.313481e-10   7.085521e-02   9.657684e-01  -7.708775e-05
  -1.803538e-08  -2.904181e-06   2.329847e-10   6.009589e-03   9.677054e-01  -7.763308e-05
   1.766511e-07  -2.897348e-06   2.336067e-10  -5.886212e-02   9.654284e-01  -7.784035e-05
   3.705670e-07  -2.877878e-06   2.332099e-10  -1.234771e-01   9.589410e-01  -7.770814e-05
   5.628649e-07  -2.845843e-06   2.317949e-10  -1.875528e-01   9.482666e-01  -7.723664e-05
   7.527033e-07  -2.801374e-06   2.293671e-10  -2.508091e-01   9.334490e-01  -7.642767e-05
   9.392523e-07  -2.744663e-06   2.259370e-10  -3.129693e-01   9.145521e-01  -7.528470e-05
   1.121697e-06  -2.675958e-06   2.215196e-10  -3.737620e-01   8.916590e-01  -7.381278e-05
   1.299244e-06  -2.595569e-06   2.161349e-10  -4.329226e-01   8.648724e-01  -7.201854e-05
