Method       t0       tn       N         h
Verlet        0  2.0e+00    1000 2.002e-03

x  -  y  -  z  -  vx  -  vy  -  vz .........
  -5.682193e-07  -2.904915e-06   2.297357e-10   1.877126e-05  -3.615887e-06   4.030725e-10   1.883602e-01   9.667514e-01  -7.646018e-05  -6.268246e+00   1.178019e+00  -1.322354e-04
  -5.305924e-07  -2.911913e-06   2.305237e-10   1.881627e-05  -3.378255e-06   3.842705e-10   1.757955e-01   9.690297e-01  -7.671858e-05  -6.283309e+00   1.097946e+00  -1.258992e-04
  -4.928785e-07  -2.918436e-06   2.312739e-10   1.885821e-05  -3.140071e-06   3.654057e-10   1.632018e-01   9.711476e-01  -7.696428e-05  -6.297335e+00   1.017671e+00  -1.195405e-04
  -4.550838e-07  -2.924481e-06   2.319863e-10   1.889707e-05  -2.901378e-06   3.464816e-10   1.505810e-01   9.731045e-01  -7.719722e-05  -6.310321e+00   9.372077e-01  -1.131605e-04
  -4.172143e-07  -2.930047e-06   2.326608e-10   1.893285e-05  -2.662217e-06   3.275013e-10   1.379352e-01   9.749001e-01  -7.741737e-05  -6.322264e+00   8.565699e-01  -1.067602e-04
  -3.792764e-07  -2.935135e-06   2.332972e-10   1.896553e-05  -2.422630e-06   3.084683e-10   1.252666e-01   9.765342e-01  -7.762469e-05  -6.333162e+00   7.757716e-01  -1.003408e-04
  -3.412763e-07  -2.939742e-06   2.338954e-10   1.899511e-05  -2.182659e-06   2.893857e-10   1.125772e-01   9.780063e-01  -7.781914e-05  -6.343012e+00   6.948268e-01  -9.390326e-05
  -3.032200e-07  -2.943868e-06   2.344554e-10   1.902158e-05  -1.942345e-06   2.702570e-10   9.986914e-02   9.793163e-01  -7.800068e-05  -6.351812e+00   6.137494e-01  -8.744879e-05
  -2.651139e-07  -2.947513e-06   2.349770e-10   1.904495e-05  -1.701731e-06   2.510856e-10   8.714452e-02   9.804638e-01  -7.816928e-05  -6.359560e+00   5.325534e-01  -8.097849e-05
  -2.269642e-07  -2.950676e-06   2.354603e-10   1.906521e-05  -1.460859e-06   2.318746e-10   7.440544e-02   9.814486e-01  -7.832492e-05  -6.366255e+00   4.512530e-01  -7.449347e-05
  -1.887770e-07  -2.953356e-06   2.359050e-10   1.908236e-05  -1.219770e-06   2.126276e-10   6.165401e-02   9.822706e-01  -7.846755e-05  -6.371894e+00   3.698621e-01  -6.799485e-05
  -1.505588e-07  -2.955553e-06   2.363111e-10   1.909638e-05  -9.785070e-07   1.933479e-10   4.889235e-02   9.829296e-01  -7.859717e-05  -6.376477e+00   2.883950e-01  -6.148375e-05
  -1.123156e-07  -2.957268e-06   2.366786e-10   1.910730e-05  -7.371120e-07   1.740389e-10   3.612257e-02   9.834253e-01  -7.871373e-05  -6.380001e+00   2.068657e-01  -5.496130e-05
  -7.405376e-08  -2.958498e-06   2.370074e-10   1.911509e-05  -4.956272e-07   1.547039e-10   2.334680e-02   9.837578e-01  -7.881723e-05  -6.382468e+00   1.252884e-01  -4.842863e-05
  -3.577949e-08  -2.959245e-06   2.372975e-10   1.911976e-05  -2.540947e-07   1.353463e-10   1.056715e-02   9.839270e-01  -7.890764e-05  -6.383874e+00   4.367719e-02  -4.188687e-05
   2.500945e-09  -2.959509e-06   2.375488e-10   1.912132e-05  -1.255671e-08   1.159695e-10  -2.214257e-03   9.839327e-01  -7.898495e-05  -6.384221e+00  -3.795362e-02  -3.533717e-05
   4.078131e-08  -2.959289e-06   2.377613e-10   1.911976e-05   2.289446e-07   9.657690e-11  -1.499530e-02   9.837750e-01  -7.904913e-05  -6.383507e+00  -1.195899e-01  -2.878065e-05
   7.905536e-08  -2.958585e-06   2.379349e-10   1.911508e-05   4.703671e-07   7.717191e-11  -2.777384e-02   9.834539e-01  -7.910019e-05  -6.381732e+00  -2.012174e-01  -2.221846e-05
   1.173169e-07  -2.957398e-06   2.380697e-10   1.910728e-05   7.116687e-07   5.775789e-11  -4.054778e-02   9.829693e-01  -7.913810e-05  -6.378897e+00  -2.828219e-01  -1.565173e-05
   1.555596e-07  -2.955728e-06   2.381656e-10   1.909638e-05   9.528073e-07   3.833825e-11  -5.331497e-02   9.823215e-01  -7.916286e-05  -6.375001e+00  -3.643892e-01  -9.081619e-06
   1.937773e-07  -2.953576e-06   2.382226e-10   1.908236e-05   1.193741e-06   1.891637e-11  -6.607330e-02   9.815103e-01  -7.917446e-05  -6.370045e+00  -4.459051e-01  -2.509259e-06
   2.319637e-07  -2.950941e-06   2.382407e-10   1.906525e-05   1.434428e-06  -5.043491e-13  -7.882066e-02   9.805361e-01  -7.917290e-05  -6.364030e+00  -5.273554e-01   4.064201e-06
   2.701127e-07  -2.947825e-06   2.382200e-10   1.904503e-05   1.674826e-06  -1.992053e-11  -9.155491e-02   9.793988e-01  -7.915819e-05  -6.356957e+00  -6.087258e-01   1.063762e-05
   3.082180e-07  -2.944228e-06   2.381604e-10   1.902172e-05   1.914893e-06  -3.932878e-11  -1.042739e-01   9.780987e-01  -7.913031e-05  -6.348826e+00  -6.900022e-01   1.720984e-05
   3.462735e-07  -2.940150e-06   2.380619e-10   1.899532e-05   2.154588e-06  -5.872572e-11  -1.169756e-01   9.766360e-01  -7.908928e-05  -6.339639e+00  -7.711704e-01   2.377973e-05
   3.842730e-07  -2.935593e-06   2.379246e-10   1.896583e-05   2.393869e-06  -7.810798e-11  -1.296579e-01   9.750110e-01  -7.903510e-05  -6.329397e+00  -8.522161e-01   3.034614e-05
   4.222103e-07  -2.930557e-06   2.377485e-10   1.893327e-05   2.632695e-06  -9.747219e-11  -1.423186e-01   9.732238e-01  -7.896777e-05  -6.318102e+00  -9.331253e-01   3.690792e-05
